#hypernode	nodes
http://pathwaycommons.org/pc12/Complex_f0ae41d1951284dd5d8de1b2a0d1cbe3	http://pathwaycommons.org/pc12/Protein_7410ae9422710ae90a2ad94d48701d79;http://pathwaycommons.org/pc12/SmallMolecule_15ce442c71e643932dc9f92fae134719
http://pathwaycommons.org/pc12/Complex_28dee47e0976e302d552567a44be8edd	http://pathwaycommons.org/pc12/Protein_0a7dadf49db7d49bc3f562eace123a4b;http://pathwaycommons.org/pc12/Protein_70d1296a69967a5f9d05f591f0996fb3
http://pathwaycommons.org/pc12/Complex_8de0ec44b6a37a7cd931b23043ac65d4	http://pathwaycommons.org/pc12/Protein_b165c3794b606bc173a32b18c12b16bb;http://pathwaycommons.org/pc12/Protein_b3bfbd72d8609591355de50c34aed639
http://pathwaycommons.org/pc12/Complex_3eb6c9bcbc25d488c44a669a0475bd34	http://pathwaycommons.org/pc12/Protein_a5697c673e4c7bad54a6c0c9fc476937;http://pathwaycommons.org/pc12/SmallMolecule_d9d811e9536142ed4fbe2ad0736679b3
http://pathwaycommons.org/pc12/Complex_56a0000911d22cb807f14e702a71057a	http://pathwaycommons.org/pc12/Protein_7410ae9422710ae90a2ad94d48701d79;http://pathwaycommons.org/pc12/SmallMolecule_d9d811e9536142ed4fbe2ad0736679b3
http://pathwaycommons.org/pc12/Complex_f1a465fe796024bc3ce2c46c451fd33c	http://pathwaycommons.org/pc12/Protein_0ad76ad445ad582a0d40dcf4bae8ad1b;http://pathwaycommons.org/pc12/SmallMolecule_d9d811e9536142ed4fbe2ad0736679b3
http://pathwaycommons.org/pc12/Complex_059c633f0dd54aaee4d875ef7688045c	http://pathwaycommons.org/pc12/Protein_b4b98bc1e3a43f7344e4c40fc6d6ae4e;http://pathwaycommons.org/pc12/Protein_91a05d5200b4c692ad611300da4b4f4d;http://pathwaycommons.org/pc12/Protein_10fcbe7f8f3fba5a320690fd1ad9c878;http://pathwaycommons.org/pc12/Protein_94c20a13fc53b07d40e1872d054db6d7
http://pathwaycommons.org/pc12/Complex_ea846697909c689f1e2ccf6968b41de5	http://pathwaycommons.org/pc12/Protein_eae96b7cb529c88666be593c06d67e16;http://pathwaycommons.org/pc12/Protein_a6d2db6738cbfd49d6f29ede952894cc
http://pathwaycommons.org/pc12/Complex_aba42ea22aac1c22a01198cc183b71da	http://pathwaycommons.org/pc12/Protein_9f950eb023b8460e4d948001eb318b19;http://pathwaycommons.org/pc12/Protein_a95d6778638fe108b64c435a26a9fdb0
http://pathwaycommons.org/pc12/Complex_5a105bb773ed1eb7998b9c1021398fb6	http://pathwaycommons.org/pc12/Protein_f2b7b19d86542f3c4712e9cc0a4c73fa;http://pathwaycommons.org/pc12/Protein_95cfb098c54c99f979d0c6430c8f39a2
http://pathwaycommons.org/pc12/Complex_4b0a5285a24c292b77b9d6f9f10e95c7	http://pathwaycommons.org/pc12/SmallMolecule_d9d811e9536142ed4fbe2ad0736679b3;http://pathwaycommons.org/pc12/Protein_85c8882326559a10802c3de3de5b6e38
http://pathwaycommons.org/pc12/Complex_b2efdaab51959a4cfd95aeb1f9a79d5a	http://pathwaycommons.org/pc12/Protein_6a28b2d257958203378f81745df60b5c;http://pathwaycommons.org/pc12/Protein_2a2bb6ff422ac3084520e038c6d8b9ff
http://pathwaycommons.org/pc12/Complex_b33149310d9a2472b26a5b35bd0998ea	http://pathwaycommons.org/pc12/Protein_a92a36980f9b2813530f47e3865e2349;http://pathwaycommons.org/pc12/Protein_f674cc21233b40f2db0e1a88bbcd0674
http://pathwaycommons.org/pc12/Complex_9bedec822404e8486b578e16e9d53bf4	http://pathwaycommons.org/pc12/SmallMolecule_15ce442c71e643932dc9f92fae134719;http://pathwaycommons.org/pc12/Protein_85c8882326559a10802c3de3de5b6e38
http://pathwaycommons.org/pc12/Complex_db47f620ba03f551c832a4a62246ac04	http://pathwaycommons.org/pc12/Protein_f2b7b19d86542f3c4712e9cc0a4c73fa;http://pathwaycommons.org/pc12/Protein_bef056ec5301dbfaf2a2baf85a90daa9;http://pathwaycommons.org/pc12/Protein_95cfb098c54c99f979d0c6430c8f39a2
http://pathwaycommons.org/pc12/Complex_5aefc07e43721d719690c7641389e94f	http://pathwaycommons.org/pc12/Protein_f2b7b19d86542f3c4712e9cc0a4c73fa;http://pathwaycommons.org/pc12/Protein_0ad1e63ccd678ef485dca48b8de65787;http://pathwaycommons.org/pc12/Protein_c7a057c0073837cedfc7c844a3dfb58c;http://pathwaycommons.org/pc12/Protein_95cfb098c54c99f979d0c6430c8f39a2
http://pathwaycommons.org/pc12/Complex_f439c626180ddf081776c0ec27722b54	http://pathwaycommons.org/pc12/Protein_f2b7b19d86542f3c4712e9cc0a4c73fa;http://pathwaycommons.org/pc12/Protein_00a468f7227d352996e8cb50bde1f9fc;http://pathwaycommons.org/pc12/Protein_95cfb098c54c99f979d0c6430c8f39a2
http://pathwaycommons.org/pc12/Complex_1ee2f103f858a7a4be27a256edd0874b	http://pathwaycommons.org/pc12/Protein_7410ae9422710ae90a2ad94d48701d79;http://pathwaycommons.org/pc12/SmallMolecule_15ce442c71e643932dc9f92fae134719
http://pathwaycommons.org/pc12/Protein_62c23498153818c261922762bcd8a8cb	http://pathwaycommons.org/pc12/Protein_62c23498153818c261922762bcd8a8cb
http://pathwaycommons.org/pc12/Protein_e707c0edb3ce4bc770b0d1cc7c9c6bd1	http://pathwaycommons.org/pc12/Protein_e707c0edb3ce4bc770b0d1cc7c9c6bd1
http://pathwaycommons.org/pc12/Protein_6f79adb30194e28da2ae39865a1fdb72	http://pathwaycommons.org/pc12/Protein_6f79adb30194e28da2ae39865a1fdb72
http://pathwaycommons.org/pc12/Protein_9c9fb40e546e8f4ff2a80f9b5e1c4d3e	http://pathwaycommons.org/pc12/Protein_9c9fb40e546e8f4ff2a80f9b5e1c4d3e
http://pathwaycommons.org/pc12/Protein_0c2e7017f5e842d582e894a80c7e2992	http://pathwaycommons.org/pc12/Protein_0c2e7017f5e842d582e894a80c7e2992
http://pathwaycommons.org/pc12/Protein_adf084f4ea0228aa987c1983945b19a0	http://pathwaycommons.org/pc12/Protein_adf084f4ea0228aa987c1983945b19a0
http://pathwaycommons.org/pc12/Protein_e630be676143e43a1ca69ec7a8d95f26	http://pathwaycommons.org/pc12/Protein_e630be676143e43a1ca69ec7a8d95f26
http://pathwaycommons.org/pc12/Protein_34b8a1c3324eb34c7eb646706df28292	http://pathwaycommons.org/pc12/Protein_34b8a1c3324eb34c7eb646706df28292
http://pathwaycommons.org/pc12/Protein_0a7dadf49db7d49bc3f562eace123a4b	http://pathwaycommons.org/pc12/Protein_0a7dadf49db7d49bc3f562eace123a4b
http://pathwaycommons.org/pc12/Protein_39487594cea8448079be96bb147566c3	http://pathwaycommons.org/pc12/Protein_39487594cea8448079be96bb147566c3
http://pathwaycommons.org/pc12/Protein_219c23c71e94997c1a34a65e468098a3	http://pathwaycommons.org/pc12/Protein_219c23c71e94997c1a34a65e468098a3
http://pathwaycommons.org/pc12/Protein_a92a36980f9b2813530f47e3865e2349	http://pathwaycommons.org/pc12/Protein_a92a36980f9b2813530f47e3865e2349
http://pathwaycommons.org/pc12/Protein_bc30263f2e752ab38c1bdfe7ace82a2f	http://pathwaycommons.org/pc12/Protein_bc30263f2e752ab38c1bdfe7ace82a2f
http://pathwaycommons.org/pc12/Protein_613778e7175c0e42052d40dc4e4f69f5	http://pathwaycommons.org/pc12/Protein_613778e7175c0e42052d40dc4e4f69f5
http://pathwaycommons.org/pc12/Protein_9f950eb023b8460e4d948001eb318b19	http://pathwaycommons.org/pc12/Protein_9f950eb023b8460e4d948001eb318b19
http://pathwaycommons.org/pc12/Protein_c7c047ff8bc851f3fbcfd838f53a72e3	http://pathwaycommons.org/pc12/Protein_c7c047ff8bc851f3fbcfd838f53a72e3
http://pathwaycommons.org/pc12/Protein_74ac1223d5fe66add74bdf9608b786e7	http://pathwaycommons.org/pc12/Protein_74ac1223d5fe66add74bdf9608b786e7
http://pathwaycommons.org/pc12/Protein_d9d7617453c337387763e27132683387	http://pathwaycommons.org/pc12/Protein_d9d7617453c337387763e27132683387
http://pathwaycommons.org/pc12/Protein_3b21bd5e4785cfdb4bb621ef819467b9	http://pathwaycommons.org/pc12/Protein_3b21bd5e4785cfdb4bb621ef819467b9
http://pathwaycommons.org/pc12/Protein_24253bd7e550885e01c786c7202233bd	http://pathwaycommons.org/pc12/Protein_24253bd7e550885e01c786c7202233bd
http://pathwaycommons.org/pc12/Protein_cd442daaef92f4eac0e54f5c07f2625c	http://pathwaycommons.org/pc12/Protein_cd442daaef92f4eac0e54f5c07f2625c
http://pathwaycommons.org/pc12/Protein_a75406c5c7a7a9f4b02a62df8d3210aa	http://pathwaycommons.org/pc12/Protein_a75406c5c7a7a9f4b02a62df8d3210aa
http://pathwaycommons.org/pc12/Protein_75063664b411333768165a9f2aa08aa8	http://pathwaycommons.org/pc12/Protein_75063664b411333768165a9f2aa08aa8
http://pathwaycommons.org/pc12/Protein_a38ea8a591eadddf2cb4b493c137e558	http://pathwaycommons.org/pc12/Protein_a38ea8a591eadddf2cb4b493c137e558
http://pathwaycommons.org/pc12/Protein_949307eed270dca156a26fe0adca62bb	http://pathwaycommons.org/pc12/Protein_949307eed270dca156a26fe0adca62bb
http://pathwaycommons.org/pc12/SmallMolecule_e7541bfcfc66ec761e7148cfea9161c5	http://pathwaycommons.org/pc12/SmallMolecule_e7541bfcfc66ec761e7148cfea9161c5
http://pathwaycommons.org/pc12/Protein_531d10716ef38fbbcc9dc781001e9965	http://pathwaycommons.org/pc12/Protein_531d10716ef38fbbcc9dc781001e9965
http://pathwaycommons.org/pc12/Protein_0dad8b09f81b1f1c97196a392b179bbb	http://pathwaycommons.org/pc12/Protein_0dad8b09f81b1f1c97196a392b179bbb
http://pathwaycommons.org/pc12/Protein_aa5cf8f5f3f29a924611c6920b1544f2	http://pathwaycommons.org/pc12/Protein_aa5cf8f5f3f29a924611c6920b1544f2
http://pathwaycommons.org/pc12/Protein_17f2f290395d8fafcec72cdc16897143	http://pathwaycommons.org/pc12/Protein_17f2f290395d8fafcec72cdc16897143
http://pathwaycommons.org/pc12/Protein_da5deeea735b1207380a28ca8ed76921	http://pathwaycommons.org/pc12/Protein_da5deeea735b1207380a28ca8ed76921
http://pathwaycommons.org/pc12/Protein_5880c66bc62ff3325b884e7a301d0ec8	http://pathwaycommons.org/pc12/Protein_5880c66bc62ff3325b884e7a301d0ec8
http://pathwaycommons.org/pc12/Protein_a6d2db6738cbfd49d6f29ede952894cc	http://pathwaycommons.org/pc12/Protein_a6d2db6738cbfd49d6f29ede952894cc
http://pathwaycommons.org/pc12/Protein_c798a51e148128550d7d2d8c6b0eedee	http://pathwaycommons.org/pc12/Protein_c798a51e148128550d7d2d8c6b0eedee
http://pathwaycommons.org/pc12/Protein_ae470521683afe27291e2126d92e12a8	http://pathwaycommons.org/pc12/Protein_ae470521683afe27291e2126d92e12a8
http://pathwaycommons.org/pc12/Protein_58c1ef5c38ac75101cb2a77b22984f4b	http://pathwaycommons.org/pc12/Protein_58c1ef5c38ac75101cb2a77b22984f4b
http://pathwaycommons.org/pc12/Protein_74e9d3a33c252899067dabb4ef47ad11	http://pathwaycommons.org/pc12/Protein_74e9d3a33c252899067dabb4ef47ad11
http://pathwaycommons.org/pc12/Protein_a5697c673e4c7bad54a6c0c9fc476937	http://pathwaycommons.org/pc12/Protein_a5697c673e4c7bad54a6c0c9fc476937
http://pathwaycommons.org/pc12/Protein_95cfb098c54c99f979d0c6430c8f39a2	http://pathwaycommons.org/pc12/Protein_95cfb098c54c99f979d0c6430c8f39a2
http://pathwaycommons.org/pc12/Protein_b8dd16c52e2efac96cf677a2c51fdaad	http://pathwaycommons.org/pc12/Protein_b8dd16c52e2efac96cf677a2c51fdaad
http://pathwaycommons.org/pc12/Protein_d0ea4f0e9c9a48f3c8fff41509792a85	http://pathwaycommons.org/pc12/Protein_d0ea4f0e9c9a48f3c8fff41509792a85
http://pathwaycommons.org/pc12/Protein_fab02db043419be303add32423c07b54	http://pathwaycommons.org/pc12/Protein_fab02db043419be303add32423c07b54
http://pathwaycommons.org/pc12/Protein_48f88161cc4ba23cd8c133d5117dafae	http://pathwaycommons.org/pc12/Protein_48f88161cc4ba23cd8c133d5117dafae
http://pathwaycommons.org/pc12/Protein_65cea8652eccabd1a978e06c5de49923	http://pathwaycommons.org/pc12/Protein_65cea8652eccabd1a978e06c5de49923
http://pathwaycommons.org/pc12/Protein_10fcbe7f8f3fba5a320690fd1ad9c878	http://pathwaycommons.org/pc12/Protein_10fcbe7f8f3fba5a320690fd1ad9c878
http://pathwaycommons.org/pc12/Protein_55328ad839071f8668e8ac5c89a36cee	http://pathwaycommons.org/pc12/Protein_55328ad839071f8668e8ac5c89a36cee
http://pathwaycommons.org/pc12/Protein_b81b1a50e0ae99596bfa96b4004a7ef6	http://pathwaycommons.org/pc12/Protein_b81b1a50e0ae99596bfa96b4004a7ef6
http://pathwaycommons.org/pc12/Protein_85c8882326559a10802c3de3de5b6e38	http://pathwaycommons.org/pc12/Protein_85c8882326559a10802c3de3de5b6e38
http://pathwaycommons.org/pc12/Protein_48a8f31d5af7171dbc82c7ff6e5da046	http://pathwaycommons.org/pc12/Protein_48a8f31d5af7171dbc82c7ff6e5da046
http://pathwaycommons.org/pc12/Protein_f04f2bffe5280b95b026309cbd80da35	http://pathwaycommons.org/pc12/Protein_f04f2bffe5280b95b026309cbd80da35
http://pathwaycommons.org/pc12/Protein_f2b7b19d86542f3c4712e9cc0a4c73fa	http://pathwaycommons.org/pc12/Protein_f2b7b19d86542f3c4712e9cc0a4c73fa
http://pathwaycommons.org/pc12/Protein_da84ef2f6b2a4515d60cbdaa60b7008d	http://pathwaycommons.org/pc12/Protein_da84ef2f6b2a4515d60cbdaa60b7008d
http://pathwaycommons.org/pc12/Protein_b3bfbd72d8609591355de50c34aed639	http://pathwaycommons.org/pc12/Protein_b3bfbd72d8609591355de50c34aed639
http://pathwaycommons.org/pc12/Protein_0ad76ad445ad582a0d40dcf4bae8ad1b	http://pathwaycommons.org/pc12/Protein_0ad76ad445ad582a0d40dcf4bae8ad1b
http://pathwaycommons.org/pc12/Protein_69418b40339868e693436e8c6e767978	http://pathwaycommons.org/pc12/Protein_69418b40339868e693436e8c6e767978
http://pathwaycommons.org/pc12/Protein_0ad1e63ccd678ef485dca48b8de65787	http://pathwaycommons.org/pc12/Protein_0ad1e63ccd678ef485dca48b8de65787
http://pathwaycommons.org/pc12/Protein_f7dd4ee99b4382dcbdf6947fe574d88d	http://pathwaycommons.org/pc12/Protein_f7dd4ee99b4382dcbdf6947fe574d88d
http://pathwaycommons.org/pc12/Protein_d6e3a6a2ccfddb63e0015788cbd45cc7	http://pathwaycommons.org/pc12/Protein_d6e3a6a2ccfddb63e0015788cbd45cc7
http://pathwaycommons.org/pc12/Protein_c2a1cf6a9888170bd2aaf93af6fe3ad7	http://pathwaycommons.org/pc12/Protein_c2a1cf6a9888170bd2aaf93af6fe3ad7
http://pathwaycommons.org/pc12/Protein_3b94ad6eee1a4c7288478891b38f5e89	http://pathwaycommons.org/pc12/Protein_3b94ad6eee1a4c7288478891b38f5e89
http://pathwaycommons.org/pc12/Protein_366336bb9c3ecb0eecfa2c2a475338e7	http://pathwaycommons.org/pc12/Protein_366336bb9c3ecb0eecfa2c2a475338e7
http://pathwaycommons.org/pc12/Protein_b4b98bc1e3a43f7344e4c40fc6d6ae4e	http://pathwaycommons.org/pc12/Protein_b4b98bc1e3a43f7344e4c40fc6d6ae4e
http://pathwaycommons.org/pc12/Protein_6a28b2d257958203378f81745df60b5c	http://pathwaycommons.org/pc12/Protein_6a28b2d257958203378f81745df60b5c
http://pathwaycommons.org/pc12/Protein_5b368ab39a834d0d224336663c0787e9	http://pathwaycommons.org/pc12/Protein_5b368ab39a834d0d224336663c0787e9
http://pathwaycommons.org/pc12/Protein_17ec862a45df42228c97749711c9c0f2	http://pathwaycommons.org/pc12/Protein_17ec862a45df42228c97749711c9c0f2
http://pathwaycommons.org/pc12/Protein_51af6e9d5276168bf53601c50e2d5039	http://pathwaycommons.org/pc12/Protein_51af6e9d5276168bf53601c50e2d5039
http://pathwaycommons.org/pc12/Protein_e890064b26a3151e11c4e04862dfa6d1	http://pathwaycommons.org/pc12/Protein_e890064b26a3151e11c4e04862dfa6d1
http://pathwaycommons.org/pc12/Protein_ec30126bcd759c9eec21a5f13a7dc826	http://pathwaycommons.org/pc12/Protein_ec30126bcd759c9eec21a5f13a7dc826
http://pathwaycommons.org/pc12/Protein_27a44a412bfcf7b0a189d958e183778e	http://pathwaycommons.org/pc12/Protein_27a44a412bfcf7b0a189d958e183778e
http://pathwaycommons.org/pc12/Protein_70d1296a69967a5f9d05f591f0996fb3	http://pathwaycommons.org/pc12/Protein_70d1296a69967a5f9d05f591f0996fb3
http://pathwaycommons.org/pc12/Protein_c7a057c0073837cedfc7c844a3dfb58c	http://pathwaycommons.org/pc12/Protein_c7a057c0073837cedfc7c844a3dfb58c
http://pathwaycommons.org/pc12/Protein_295b45b9e271c0ea6ee2572c2e8aeebb	http://pathwaycommons.org/pc12/Protein_295b45b9e271c0ea6ee2572c2e8aeebb
http://pathwaycommons.org/pc12/Protein_a95d6778638fe108b64c435a26a9fdb0	http://pathwaycommons.org/pc12/Protein_a95d6778638fe108b64c435a26a9fdb0
http://pathwaycommons.org/pc12/Protein_23caeba527c87fa1aa0247b40b88b818	http://pathwaycommons.org/pc12/Protein_23caeba527c87fa1aa0247b40b88b818
http://pathwaycommons.org/pc12/SmallMolecule_15ce442c71e643932dc9f92fae134719	http://pathwaycommons.org/pc12/SmallMolecule_15ce442c71e643932dc9f92fae134719
http://pathwaycommons.org/pc12/Protein_6ba5893b2691fb91e69df4a7c952003f	http://pathwaycommons.org/pc12/Protein_6ba5893b2691fb91e69df4a7c952003f
http://pathwaycommons.org/pc12/Protein_a4876161624b3fd31a69773062cdd0ae	http://pathwaycommons.org/pc12/Protein_a4876161624b3fd31a69773062cdd0ae
http://pathwaycommons.org/pc12/Protein_3bf896fad4efbe8f9f72d1ceac102bc4	http://pathwaycommons.org/pc12/Protein_3bf896fad4efbe8f9f72d1ceac102bc4
http://pathwaycommons.org/pc12/Protein_91a05d5200b4c692ad611300da4b4f4d	http://pathwaycommons.org/pc12/Protein_91a05d5200b4c692ad611300da4b4f4d
http://pathwaycommons.org/pc12/Protein_ec116ef830ab4f1f706e5bb6fe0b24fb	http://pathwaycommons.org/pc12/Protein_ec116ef830ab4f1f706e5bb6fe0b24fb
http://pathwaycommons.org/pc12/Protein_46121671b99ebd9f6d5b91fc0727ea4e	http://pathwaycommons.org/pc12/Protein_46121671b99ebd9f6d5b91fc0727ea4e
http://pathwaycommons.org/pc12/Protein_39a4843a5b3f1659b808312802359223	http://pathwaycommons.org/pc12/Protein_39a4843a5b3f1659b808312802359223
http://pathwaycommons.org/pc12/Protein_2207dd04576142c950ca6c06581db1b1	http://pathwaycommons.org/pc12/Protein_2207dd04576142c950ca6c06581db1b1
http://pathwaycommons.org/pc12/Protein_7e01fccce0c6f88c9d3813bf46d5c4d6	http://pathwaycommons.org/pc12/Protein_7e01fccce0c6f88c9d3813bf46d5c4d6
http://pathwaycommons.org/pc12/Protein_00fdc5f6631b61ad63a2129e920d34c6	http://pathwaycommons.org/pc12/Protein_00fdc5f6631b61ad63a2129e920d34c6
http://pathwaycommons.org/pc12/Protein_f6b7c3f4c40fcb4e502e3db413055b91	http://pathwaycommons.org/pc12/Protein_f6b7c3f4c40fcb4e502e3db413055b91
http://pathwaycommons.org/pc12/Protein_30daf1c04df5d18288476afce89a4d3c	http://pathwaycommons.org/pc12/Protein_30daf1c04df5d18288476afce89a4d3c
http://pathwaycommons.org/pc12/Protein_bf255286bbe6beaeeea8749e5010640a	http://pathwaycommons.org/pc12/Protein_bf255286bbe6beaeeea8749e5010640a
http://pathwaycommons.org/pc12/Protein_f06d86847884b0c233505075e40f21bc	http://pathwaycommons.org/pc12/Protein_f06d86847884b0c233505075e40f21bc
http://pathwaycommons.org/pc12/Protein_1e704248cabd26ef32ba131639447d94	http://pathwaycommons.org/pc12/Protein_1e704248cabd26ef32ba131639447d94
http://pathwaycommons.org/pc12/Protein_eae96b7cb529c88666be593c06d67e16	http://pathwaycommons.org/pc12/Protein_eae96b7cb529c88666be593c06d67e16
http://pathwaycommons.org/pc12/SmallMolecule_d9d811e9536142ed4fbe2ad0736679b3	http://pathwaycommons.org/pc12/SmallMolecule_d9d811e9536142ed4fbe2ad0736679b3
http://pathwaycommons.org/pc12/Protein_2273b0de9b1ca6a8932c239f7ecbac83	http://pathwaycommons.org/pc12/Protein_2273b0de9b1ca6a8932c239f7ecbac83
http://pathwaycommons.org/pc12/Protein_e67e4e793a2e5f797756f675aef535bc	http://pathwaycommons.org/pc12/Protein_e67e4e793a2e5f797756f675aef535bc
http://pathwaycommons.org/pc12/Protein_a7ad93f9b621cf4b72a4d83d55bd0aec	http://pathwaycommons.org/pc12/Protein_a7ad93f9b621cf4b72a4d83d55bd0aec
http://pathwaycommons.org/pc12/Protein_b3c0ccace449211e5834762a5fbb72b2	http://pathwaycommons.org/pc12/Protein_b3c0ccace449211e5834762a5fbb72b2
http://pathwaycommons.org/pc12/Protein_483726b9d07d899879836a2a91471e2f	http://pathwaycommons.org/pc12/Protein_483726b9d07d899879836a2a91471e2f
http://pathwaycommons.org/pc12/Protein_628d22d5db821c2c9f513b05d476946b	http://pathwaycommons.org/pc12/Protein_628d22d5db821c2c9f513b05d476946b
http://pathwaycommons.org/pc12/Protein_e30e3f30cb5074234a99396a6ecd771f	http://pathwaycommons.org/pc12/Protein_e30e3f30cb5074234a99396a6ecd771f
http://pathwaycommons.org/pc12/Protein_adf8c2bc68b9e7c525f1bdd007730d0e	http://pathwaycommons.org/pc12/Protein_adf8c2bc68b9e7c525f1bdd007730d0e
http://pathwaycommons.org/pc12/Protein_82d26bc36dd2bd623f26e6e3a72ece3f	http://pathwaycommons.org/pc12/Protein_82d26bc36dd2bd623f26e6e3a72ece3f
http://pathwaycommons.org/pc12/Protein_00987e4fbb124b1eb72e588724e35caf	http://pathwaycommons.org/pc12/Protein_00987e4fbb124b1eb72e588724e35caf
http://pathwaycommons.org/pc12/Protein_8722e5fdf41e03e70249a91a022b801b	http://pathwaycommons.org/pc12/Protein_8722e5fdf41e03e70249a91a022b801b
http://pathwaycommons.org/pc12/Protein_3d961d77620c19160010d9248d393375	http://pathwaycommons.org/pc12/Protein_3d961d77620c19160010d9248d393375
http://pathwaycommons.org/pc12/Protein_0684957d89cbae212462510e1ef8c862	http://pathwaycommons.org/pc12/Protein_0684957d89cbae212462510e1ef8c862
http://pathwaycommons.org/pc12/Protein_cdeb0542ee2ae6151be6efeef85160ac	http://pathwaycommons.org/pc12/Protein_cdeb0542ee2ae6151be6efeef85160ac
http://pathwaycommons.org/pc12/Protein_7410ae9422710ae90a2ad94d48701d79	http://pathwaycommons.org/pc12/Protein_7410ae9422710ae90a2ad94d48701d79
http://pathwaycommons.org/pc12/Protein_bef056ec5301dbfaf2a2baf85a90daa9	http://pathwaycommons.org/pc12/Protein_bef056ec5301dbfaf2a2baf85a90daa9
http://pathwaycommons.org/pc12/Protein_782894e7057a4b6c389112e4f05fc7d7	http://pathwaycommons.org/pc12/Protein_782894e7057a4b6c389112e4f05fc7d7
http://pathwaycommons.org/pc12/Protein_2a2bb6ff422ac3084520e038c6d8b9ff	http://pathwaycommons.org/pc12/Protein_2a2bb6ff422ac3084520e038c6d8b9ff
http://pathwaycommons.org/pc12/Protein_d7a2c7ce6bc3942e1ae7dfe7189f830e	http://pathwaycommons.org/pc12/Protein_d7a2c7ce6bc3942e1ae7dfe7189f830e
http://pathwaycommons.org/pc12/Protein_f674cc21233b40f2db0e1a88bbcd0674	http://pathwaycommons.org/pc12/Protein_f674cc21233b40f2db0e1a88bbcd0674
http://pathwaycommons.org/pc12/Protein_00a468f7227d352996e8cb50bde1f9fc	http://pathwaycommons.org/pc12/Protein_00a468f7227d352996e8cb50bde1f9fc
http://pathwaycommons.org/pc12/Protein_b165c3794b606bc173a32b18c12b16bb	http://pathwaycommons.org/pc12/Protein_b165c3794b606bc173a32b18c12b16bb
http://pathwaycommons.org/pc12/Protein_94c20a13fc53b07d40e1872d054db6d7	http://pathwaycommons.org/pc12/Protein_94c20a13fc53b07d40e1872d054db6d7
http://pathwaycommons.org/pc12/Protein_55a9ab820459d452cf0de7154633a22a	http://pathwaycommons.org/pc12/Protein_55a9ab820459d452cf0de7154633a22a
http://pathwaycommons.org/pc12/Protein_d019aecf471734d1b2cefa9b9f50703b	http://pathwaycommons.org/pc12/Protein_d019aecf471734d1b2cefa9b9f50703b
http://pathwaycommons.org/pc12/Pathway_2bed96969c190975473e8e9ba86595eb	http://pathwaycommons.org/pc12/Pathway_2bed96969c190975473e8e9ba86595eb
http://pathwaycommons.org/pc12/Pathway_92202701154eb866466bcbdef9d2651e	http://pathwaycommons.org/pc12/Pathway_92202701154eb866466bcbdef9d2651e
http://pathwaycommons.org/pc12/Pathway_0f20913b4fb742962e403d9df599f06b	http://pathwaycommons.org/pc12/Pathway_0f20913b4fb742962e403d9df599f06b
http://pathwaycommons.org/pc12/Pathway_d97b92244b7752e309e07d2098563b04	http://pathwaycommons.org/pc12/Pathway_d97b92244b7752e309e07d2098563b04
http://pathwaycommons.org/pc12/Pathway_197054ee1743a7d02652ac36e2d00538	http://pathwaycommons.org/pc12/Pathway_197054ee1743a7d02652ac36e2d00538
http://pathwaycommons.org/pc12/Pathway_6a4dfd13e832ad165b32aa9479906504	http://pathwaycommons.org/pc12/Pathway_6a4dfd13e832ad165b32aa9479906504
http://pathwaycommons.org/pc12/Pathway_87dfd4b0151cd77be134fcd3fbea6179	http://pathwaycommons.org/pc12/Pathway_87dfd4b0151cd77be134fcd3fbea6179
http://pathwaycommons.org/pc12/Pathway_9acddb232cfa41b2fea9431ed9e0b278	http://pathwaycommons.org/pc12/Pathway_9acddb232cfa41b2fea9431ed9e0b278
http://pathwaycommons.org/pc12/Complex_98d70f4b48b1ad937661cfb84b825154	http://pathwaycommons.org/pc12/Protein_27e78fab950761863499b91ead632a01
http://pathwaycommons.org/pc12/Complex_aec7c53c869af8630598cce11eb8c051	http://pathwaycommons.org/pc12/Protein_3f8bcc83199de63eee64d3cd29f9499f;http://pathwaycommons.org/pc12/Protein_faa209e888ab84bbc423ede17a9b17f5;http://pathwaycommons.org/pc12/Protein_4135e7062ea23e0c4a279d1bd5d4d995
http://pathwaycommons.org/pc12/Complex_7f93baa70d29df00630151f21b466101	http://pathwaycommons.org/pc12/Protein_53b94b7c233362ce718768352956b430;http://pathwaycommons.org/pc12/Protein_27e78fab950761863499b91ead632a01
http://pathwaycommons.org/pc12/Complex_67cbc6c54d41bbbe577478b15acd9244	http://pathwaycommons.org/pc12/Protein_802372ad32217ebe1e4218360c136fac;http://pathwaycommons.org/pc12/Protein_144d7c661d9c531fec0d03a43b633d9c;http://pathwaycommons.org/pc12/Protein_a4cb5697c9248a72179ee69735d88e26
http://pathwaycommons.org/pc12/Complex_1275fce31a359c48a89eac23f87848d2	http://pathwaycommons.org/pc12/Protein_26737b155f214623d63182494f9754e2;http://pathwaycommons.org/pc12/Protein_d06e7933b93b422af58dbabfe2bb2bca;http://pathwaycommons.org/pc12/Protein_85341424d3efa1a98adda3338ba0a3ad;http://pathwaycommons.org/pc12/Protein_a5f2226427d68692a3e43041edff2230;http://pathwaycommons.org/pc12/Protein_4cbb6d8a78f36c7a5b6c99d6ce96b7b8;http://pathwaycommons.org/pc12/Protein_952fd8bdbd954b2605b4e198096d1c86
