#Tail	Head	PosReg	NegReg	ID
http://pathwaycommons.org/pc12/Protein_02a822c22a1eb90fff1e01fe79416bc5	http://pathwaycommons.org/pc12/Protein_011d17b050f7cf6d8543393fe77421ab	http://pathwaycommons.org/pc12/Protein_ac1ea5a0da52749ee55d5af00c28650f	None	http://pathwaycommons.org/pc12/BiochemicalReaction_1b8f5c9ffdb13f7f8f1e9849532236dd
None	http://pathwaycommons.org/pc12/Pathway_ed7d294c812cf8ec8961db6d9746b63e	http://pathwaycommons.org/pc12/Protein_b104029f6380c90a4ab1aacfb642754d	None	new_http://pathwaycommons.org/pc12/Control_0fe96f9360b5cd599ed3589d1377382d
None	http://pathwaycommons.org/pc12/Pathway_92202701154eb866466bcbdef9d2651e	http://pathwaycommons.org/pc12/Protein_ac1ea5a0da52749ee55d5af00c28650f	None	new_http://pathwaycommons.org/pc12/Control_071c6497719af2ab38b231d9fc0643a0
http://pathwaycommons.org/pc12/Complex_a220ce78521bec43a3cd018a57dba1ff	http://pathwaycommons.org/pc12/Complex_a220ce78521bec43a3cd018a57dba1ff	None	http://pathwaycommons.org/pc12/Protein_460cc045012908c94df9e65d6e0ffb1a	http://pathwaycommons.org/pc12/BiochemicalReaction_4b23d15b6317a3f286f1c4df011fe5d8
http://pathwaycommons.org/pc12/Protein_059b4da68c12271f9c4a77e5cd70cb2b	http://pathwaycommons.org/pc12/Protein_14d4f2a71bcf1ad98cd806f1811842ae	http://pathwaycommons.org/pc12/Protein_ac1ea5a0da52749ee55d5af00c28650f	None	http://pathwaycommons.org/pc12/BiochemicalReaction_969cebb173ee27dce34d38e093e7edd4
http://pathwaycommons.org/pc12/Protein_d7edf54b535a3219c6364ed03f495daa	http://pathwaycommons.org/pc12/Protein_b6a558969f7054743c8fdc5a15298b21	http://pathwaycommons.org/pc12/Protein_ac1ea5a0da52749ee55d5af00c28650f	None	http://pathwaycommons.org/pc12/BiochemicalReaction_80278c1d1ab8903620b02f0de3f913bc
http://pathwaycommons.org/pc12/Protein_faa209e888ab84bbc423ede17a9b17f5	http://pathwaycommons.org/pc12/Protein_5c88359d3a5b81be643e54ab6d75af25	http://pathwaycommons.org/pc12/Complex_b7c88035cc10be85730a4c9b2f525d6f	None	http://pathwaycommons.org/pc12/BiochemicalReaction_5286d21d5b6bf852ba1e86d945912480
None	http://pathwaycommons.org/pc12/Pathway_33dc274ecc925a71a2e6c5bc72cc7c43	http://pathwaycommons.org/pc12/Protein_51c9e5506ed8f637c7075d97be2adcf4	None	new_http://pathwaycommons.org/pc12/Control_6c3be5b0ec187c9859d2d862354b0281
None	http://pathwaycommons.org/pc12/Pathway_e0efad63d881a734375cc8fd8cabf157	http://pathwaycommons.org/pc12/Protein_ac1ea5a0da52749ee55d5af00c28650f	None	new_http://pathwaycommons.org/pc12/Control_69b52b5db499522f5c166970dda1e3e2
http://pathwaycommons.org/pc12/Protein_480d818a3ec955bb74a7d802ef3fddf1	http://pathwaycommons.org/pc12/Protein_63b37e5557d4712019a1000b7f4aed80	http://pathwaycommons.org/pc12/Protein_ac1ea5a0da52749ee55d5af00c28650f	http://pathwaycommons.org/pc12/SmallMolecule_796dcb68dff6a2b57efab8b436abc011	http://pathwaycommons.org/pc12/BiochemicalReaction_722f05b4c02638fc8ed98f867ee710a6
None	http://pathwaycommons.org/pc12/Pathway_1da9d34ace83e2a609d8463a619cac03	http://pathwaycommons.org/pc12/Protein_ac1ea5a0da52749ee55d5af00c28650f	None	new_http://pathwaycommons.org/pc12/Control_d2c7f6e96e9ef755a28aeb3fad3694b6
None	http://pathwaycommons.org/pc12/Pathway_2f0ad02b10736606540e8b5b6ec68060	None	http://pathwaycommons.org/pc12/Protein_8495ae13f259be88a1fed49b78747b92	new_http://pathwaycommons.org/pc12/Control_f8ef8238774f9520b79d2527f75192e8
None	http://pathwaycommons.org/pc12/Pathway_2f0ad02b10736606540e8b5b6ec68060	None	http://pathwaycommons.org/pc12/Protein_e63ebfa5cbb9e957d17d2fa0afcf69fa	new_http://pathwaycommons.org/pc12/Control_d4292179769af4916df32f3da0b4fcb4
http://pathwaycommons.org/pc12/Protein_7647cc2ee05175a781c280d5d8a4a324	http://pathwaycommons.org/pc12/Protein_b104029f6380c90a4ab1aacfb642754d	http://pathwaycommons.org/pc12/Protein_ac1ea5a0da52749ee55d5af00c28650f	None	http://pathwaycommons.org/pc12/BiochemicalReaction_f19c9d41df12a9ca7fe4c0de7dd2cc8a
http://pathwaycommons.org/pc12/Complex_a220ce78521bec43a3cd018a57dba1ff;http://pathwaycommons.org/pc12/Protein_7fecb298b6b36428661fd075e53e2755;http://pathwaycommons.org/pc12/Protein_c5f8358d8c8cf07be335e662df115da4	http://pathwaycommons.org/pc12/Complex_5ae286fe06ead7cde4dfb61fd434a2b5;http://pathwaycommons.org/pc12/Complex_a220ce78521bec43a3cd018a57dba1ff;http://pathwaycommons.org/pc12/Complex_d5beefe80c8e9d60cf348860f4fabdb5	http://pathwaycommons.org/pc12/Pathway_c063b90d393265563ad56e3f2441bd4c	None	http://pathwaycommons.org/pc12/ComplexAssembly_48ec77864a0d0ed21a2d7711bd551ff4
http://pathwaycommons.org/pc12/Protein_65acc7b23c9e9ba9cf8c460e9897cf81;http://pathwaycommons.org/pc12/Protein_8629709e00836f5386d9a79d60ca0494	http://pathwaycommons.org/pc12/Complex_e001251701a985f55a288c6d3e563633	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_e842f325b4e5c77ae110c615a5afb9ee
http://pathwaycommons.org/pc12/Protein_c84639e443b72631e139fdd17ea90ba7	http://pathwaycommons.org/pc12/Protein_51c9e5506ed8f637c7075d97be2adcf4	http://pathwaycommons.org/pc12/Protein_b41b9858be983970c628750d88510dbf;http://pathwaycommons.org/pc12/Protein_ac1ea5a0da52749ee55d5af00c28650f	None	http://pathwaycommons.org/pc12/BiochemicalReaction_518a0a381f9d7297f32719806132c417
http://pathwaycommons.org/pc12/Protein_385e9dbe0719b1fadf579247a45e4936	http://pathwaycommons.org/pc12/Protein_e2c7c2a8c2229cff16a8c93cf526e946	http://pathwaycommons.org/pc12/Protein_ac1ea5a0da52749ee55d5af00c28650f	None	http://pathwaycommons.org/pc12/BiochemicalReaction_777ac77d09dff32ef96883a7e08612a1
http://pathwaycommons.org/pc12/Complex_5ae286fe06ead7cde4dfb61fd434a2b5;http://pathwaycommons.org/pc12/Complex_d5beefe80c8e9d60cf348860f4fabdb5	http://pathwaycommons.org/pc12/Protein_2117322ad79135e904efbd78c55f274f;http://pathwaycommons.org/pc12/Protein_ac1ea5a0da52749ee55d5af00c28650f	http://pathwaycommons.org/pc12/Complex_a220ce78521bec43a3cd018a57dba1ff	None	http://pathwaycommons.org/pc12/ComplexAssembly_d84bff3f4669e76f198cb00b887a9dfd
http://pathwaycommons.org/pc12/Protein_ea4b3ccb511a22c546584134064e994d	http://pathwaycommons.org/pc12/Protein_e63ebfa5cbb9e957d17d2fa0afcf69fa	http://pathwaycommons.org/pc12/Protein_ac1ea5a0da52749ee55d5af00c28650f	None	http://pathwaycommons.org/pc12/BiochemicalReaction_c5d792c5f2758d93f332930e34ee27c6
http://pathwaycommons.org/pc12/Complex_e001251701a985f55a288c6d3e563633	http://pathwaycommons.org/pc12/Complex_a220ce78521bec43a3cd018a57dba1ff;http://pathwaycommons.org/pc12/Protein_460cc045012908c94df9e65d6e0ffb1a	http://pathwaycommons.org/pc12/Protein_18f79db78f1b79f71c29e0715bd3e161	None	http://pathwaycommons.org/pc12/ComplexAssembly_44162dc17a4ab30da00cfd7a75b06fd2
None	http://pathwaycommons.org/pc12/Pathway_2f0ad02b10736606540e8b5b6ec68060	None	http://pathwaycommons.org/pc12/Protein_d3462a7815b401dd13ec50eddeefeb6e	new_http://pathwaycommons.org/pc12/Control_ddab59bf3aad3c3788244326970f6f07
None	http://pathwaycommons.org/pc12/SmallMolecule_28459e0ee73bb3820a1ea2b24a806a2d	http://pathwaycommons.org/pc12/SmallMolecule_5d2a4f66dae8dc09e061d8d94cffb017	http://pathwaycommons.org/pc12/Protein_8495ae13f259be88a1fed49b78747b92	http://pathwaycommons.org/pc12/BiochemicalReaction_2335e69ff00daee82c6a0c657e5ac3a2
http://pathwaycommons.org/pc12/Protein_c3196e112da14807febad34a2d74b433	http://pathwaycommons.org/pc12/Protein_8c2c5b908af2d6df8a59e627b182b973	http://pathwaycommons.org/pc12/Protein_ac1ea5a0da52749ee55d5af00c28650f	None	http://pathwaycommons.org/pc12/BiochemicalReaction_7535995130d91a2d9880e22a7011a760
None	http://pathwaycommons.org/pc12/Pathway_e1badc2ebe51f847ed05339b81c0110a	http://pathwaycommons.org/pc12/SmallMolecule_18c83c9f0757f5d9354f07643f5043b5	None	new_http://pathwaycommons.org/pc12/Control_397ab524f2a32797a2eee2a8280584da
http://pathwaycommons.org/pc12/SmallMolecule_f895b0dafd57aeb9ae8ad75ee605acab	http://pathwaycommons.org/pc12/SmallMolecule_18c83c9f0757f5d9354f07643f5043b5	http://pathwaycommons.org/pc12/SmallMolecule_49bbaa2d3ae186b8d243f0319d87b43b;http://pathwaycommons.org/pc12/Protein_2117322ad79135e904efbd78c55f274f;http://pathwaycommons.org/pc12/Protein_a7ac127c7fb698411153f8bde2f546f6	None	http://pathwaycommons.org/pc12/BiochemicalReaction_fbf2eff50e827e9392e42a2eb5f50aa0
http://pathwaycommons.org/pc12/Protein_41452e152834aa42ea1a961569c602ad;http://pathwaycommons.org/pc12/Protein_8629709e00836f5386d9a79d60ca0494	http://pathwaycommons.org/pc12/Complex_a220ce78521bec43a3cd018a57dba1ff	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_b9db567bd01aa85fcf1fd13d4a6558fa
http://pathwaycommons.org/pc12/Protein_800faea7226cd8a79fe5e441b0872103	http://pathwaycommons.org/pc12/Protein_47b27ffc6a7102f49b6c62844d073214	http://pathwaycommons.org/pc12/Protein_ac1ea5a0da52749ee55d5af00c28650f	None	http://pathwaycommons.org/pc12/BiochemicalReaction_970c4e2dfebd29367466768cef95a5f2
http://pathwaycommons.org/pc12/Protein_65acc7b23c9e9ba9cf8c460e9897cf81	http://pathwaycommons.org/pc12/Protein_41452e152834aa42ea1a961569c602ad;http://pathwaycommons.org/pc12/Protein_460cc045012908c94df9e65d6e0ffb1a	http://pathwaycommons.org/pc12/Protein_18f79db78f1b79f71c29e0715bd3e161	None	http://pathwaycommons.org/pc12/BiochemicalReaction_56de6ef9cb328fff2eb7f5b316e031b2
None	http://pathwaycommons.org/pc12/Pathway_f367ee9222eb5bb2566eb58e4d9f1eb7	None	http://pathwaycommons.org/pc12/Protein_ac1ea5a0da52749ee55d5af00c28650f	new_http://pathwaycommons.org/pc12/Control_dcd27ac6c57304caefb32698537d714f
http://pathwaycommons.org/pc12/Protein_93b0d7160ef18c7cf7274ca77b9fea14	http://pathwaycommons.org/pc12/Complex_b7c88035cc10be85730a4c9b2f525d6f	http://pathwaycommons.org/pc12/Protein_b6a558969f7054743c8fdc5a15298b21;http://pathwaycommons.org/pc12/Protein_ac1ea5a0da52749ee55d5af00c28650f	None	http://pathwaycommons.org/pc12/ComplexAssembly_855a7542f870b737611b57dd5ab5d251
None	http://pathwaycommons.org/pc12/Pathway_e0efad63d881a734375cc8fd8cabf157	http://pathwaycommons.org/pc12/Protein_ac1ea5a0da52749ee55d5af00c28650f	None	new_http://pathwaycommons.org/pc12/Control_d928557134b38ae10dd71bec60bfe06e
None	http://pathwaycommons.org/pc12/Protein_366d78052843d8f73ab970258d701182	http://pathwaycommons.org/pc12/SmallMolecule_5d2a4f66dae8dc09e061d8d94cffb017	http://pathwaycommons.org/pc12/Protein_8495ae13f259be88a1fed49b78747b92	http://pathwaycommons.org/pc12/BiochemicalReaction_903a85126db9ed552a78d705ba02c1a9
http://pathwaycommons.org/pc12/Protein_5e3f89519e2334cbd9017fcec89a1e5d	http://pathwaycommons.org/pc12/Protein_d3462a7815b401dd13ec50eddeefeb6e	http://pathwaycommons.org/pc12/Protein_ac1ea5a0da52749ee55d5af00c28650f	None	http://pathwaycommons.org/pc12/BiochemicalReaction_b5457aef7389abfe6f28c6bbba200f03
None	http://pathwaycommons.org/pc12/Pathway_e0efad63d881a734375cc8fd8cabf157	http://pathwaycommons.org/pc12/Protein_ac1ea5a0da52749ee55d5af00c28650f	None	new_http://pathwaycommons.org/pc12/Control_b33b4ff01c8fc1577aff6fe3d226034d
http://pathwaycommons.org/pc12/Protein_c9174b6e14c0ed37a6ea48ff44f8e3fb	http://pathwaycommons.org/pc12/Protein_a51685471e9d589e3216fbc0ac10a792	http://pathwaycommons.org/pc12/Complex_b7c88035cc10be85730a4c9b2f525d6f	None	http://pathwaycommons.org/pc12/BiochemicalReaction_ffc6d313fe1f023fe142d5eff66aa727
None	http://pathwaycommons.org/pc12/Pathway_2f0ad02b10736606540e8b5b6ec68060	None	http://pathwaycommons.org/pc12/Protein_8c2c5b908af2d6df8a59e627b182b973	new_http://pathwaycommons.org/pc12/Control_65110751aa3c87a1aaff87596d60c897
None	http://pathwaycommons.org/pc12/Pathway_ffd332aa912867c4d5dc02d24e111114	None	http://pathwaycommons.org/pc12/Protein_47b27ffc6a7102f49b6c62844d073214	new_http://pathwaycommons.org/pc12/Control_55b29b1a11fa9936c5b24f08c58e5061
None	http://pathwaycommons.org/pc12/Pathway_761a27b06e2863f7d91e0c43bbd9819d	http://pathwaycommons.org/pc12/Protein_ac1ea5a0da52749ee55d5af00c28650f	None	new_http://pathwaycommons.org/pc12/Control_e8bbadfc49abaaa63b3128c43368f28f
http://pathwaycommons.org/pc12/Protein_32009061be282a2ee03145b8aacf047f	http://pathwaycommons.org/pc12/Protein_8495ae13f259be88a1fed49b78747b92	http://pathwaycommons.org/pc12/Protein_ac1ea5a0da52749ee55d5af00c28650f	http://pathwaycommons.org/pc12/SmallMolecule_796dcb68dff6a2b57efab8b436abc011	http://pathwaycommons.org/pc12/BiochemicalReaction_4a8bdb8b90c12529c362dd78f032d893
http://pathwaycommons.org/pc12/Protein_ac1ea5a0da52749ee55d5af00c28650f	http://pathwaycommons.org/pc12/Protein_76bacc1745b748bead9243b935393a62	http://pathwaycommons.org/pc12/SmallMolecule_796dcb68dff6a2b57efab8b436abc011	None	http://pathwaycommons.org/pc12/BiochemicalReaction_00f191aef6c75573a5dd953e35593f6e
http://pathwaycommons.org/pc12/Protein_ac1ea5a0da52749ee55d5af00c28650f	http://pathwaycommons.org/pc12/Protein_76bacc1745b748bead9243b935393a62	http://pathwaycommons.org/pc12/Protein_1a09710e2227b73a332db2f50885b11c	None	http://pathwaycommons.org/pc12/BiochemicalReaction_4ea7c002c66d594e5304307685ab53c0
None	http://pathwaycommons.org/pc12/Pathway_2f0ad02b10736606540e8b5b6ec68060	None	http://pathwaycommons.org/pc12/Protein_63b37e5557d4712019a1000b7f4aed80	new_http://pathwaycommons.org/pc12/Control_218091c307730a6d1d22656907a548ac
None	http://pathwaycommons.org/pc12/Pathway_2f0ad02b10736606540e8b5b6ec68060	None	http://pathwaycommons.org/pc12/Protein_011d17b050f7cf6d8543393fe77421ab	new_http://pathwaycommons.org/pc12/Control_bf0ab2fd0e6dcb543bc44743f4507a4f
None	http://pathwaycommons.org/pc12/Pathway_037a387830f56bcafc2e7ebfcf5199c4	http://pathwaycommons.org/pc12/SmallMolecule_18c83c9f0757f5d9354f07643f5043b5	None	new_http://pathwaycommons.org/pc12/Control_3f3865f77662131607d004fefb566bc9
None	http://pathwaycommons.org/pc12/Protein_55132240d15a0d5d1f6c3fe87e31ae60	http://pathwaycommons.org/pc12/Complex_0d65f69d5f0c087e4c267316af161ae5	None	http://pathwaycommons.org/pc12/TemplateReaction_927ee6091520ba955d0a255c39f2d241
None	http://pathwaycommons.org/pc12/Protein_576995705b8d790f29ff05cb0390dd76	http://pathwaycommons.org/pc12/Pathway_513056bb0d33882bc6351f37378f2870;http://pathwaycommons.org/pc12/Complex_0d65f69d5f0c087e4c267316af161ae5	None	http://pathwaycommons.org/pc12/TemplateReaction_84ed261646e7766aea1309ab79fd5959
http://pathwaycommons.org/pc12/Complex_aabe088b29b66ee7611ef61d96b7a5d7;http://pathwaycommons.org/pc12/Protein_c310c16fe429b8e721c0ec60e950579f;http://pathwaycommons.org/pc12/Protein_c78ffec57af8b3ede6dfee8f6b030c88	http://pathwaycommons.org/pc12/Complex_81ba3b0707b6c6abd477dd59315147f4;http://pathwaycommons.org/pc12/Protein_c78ffec57af8b3ede6dfee8f6b030c88	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_7e3b2e8192f4ffc188ec104b1b94fe9d
http://pathwaycommons.org/pc12/Protein_870e4a00bd51627a61f37e54f51d14cc;http://pathwaycommons.org/pc12/Protein_db1c11a0f1590efb0ea15863a64de9b7	http://pathwaycommons.org/pc12/Complex_0d65f69d5f0c087e4c267316af161ae5	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_f0ce3964eb422d1d8a3bf2c9940a01a2
None	http://pathwaycommons.org/pc12/Protein_2abe08f1da41af25bcd207a1b41d674e	http://pathwaycommons.org/pc12/Pathway_513056bb0d33882bc6351f37378f2870;http://pathwaycommons.org/pc12/Complex_0d65f69d5f0c087e4c267316af161ae5	None	http://pathwaycommons.org/pc12/TemplateReaction_95494f1f9766976cae2d054fefa3cd93
None	http://pathwaycommons.org/pc12/Protein_3abcf5def84794a4ca8ba024fc77220d	http://pathwaycommons.org/pc12/Complex_242c7be14fe279c8942cda934aa16788	None	http://pathwaycommons.org/pc12/TemplateReaction_b6a2d2e2679ef231ea5a20f30529dcbd
http://pathwaycommons.org/pc12/Complex_163f4d8015fb6d511449b1dd78fb9bd8;http://pathwaycommons.org/pc12/Protein_966af382a5c2ac4980538c22883108e2	http://pathwaycommons.org/pc12/Complex_8ffa716055317db3d8f71f91f9fcc8fd	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_a2d736059df9ae405be52efcec41f483
http://pathwaycommons.org/pc12/Complex_0d65f69d5f0c087e4c267316af161ae5	http://pathwaycommons.org/pc12/Complex_c0d5da72c84799b16bdc246ada534f54	http://pathwaycommons.org/pc12/Protein_47aa5505d435ff6b7f6528c5af765459	None	http://pathwaycommons.org/pc12/BiochemicalReaction_acdf29f300be264f26edc141146aaaa7
http://pathwaycommons.org/pc12/Protein_6ea75cddf41ed46b7e57218a69c4d79c;http://pathwaycommons.org/pc12/Protein_db1c11a0f1590efb0ea15863a64de9b7	http://pathwaycommons.org/pc12/Complex_70bb1c925cc696b5b2e269274fe33815	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_d025cbd0a590eb6e8ea000632f264cb8
None	http://pathwaycommons.org/pc12/Protein_c6d61f0c7cac21cc5e492f89e44f9cc7	http://pathwaycommons.org/pc12/Complex_0d65f69d5f0c087e4c267316af161ae5	None	http://pathwaycommons.org/pc12/TemplateReaction_ce266a398d2a0610020270d504955aeb
None	http://pathwaycommons.org/pc12/Protein_79f4a2f69d1f1b039aca0265bf232b52	http://pathwaycommons.org/pc12/Complex_0d65f69d5f0c087e4c267316af161ae5	None	http://pathwaycommons.org/pc12/TemplateReaction_bc7e483c1dead709c3246e40b785eb8b
http://pathwaycommons.org/pc12/Complex_163f4d8015fb6d511449b1dd78fb9bd8;http://pathwaycommons.org/pc12/Protein_9cbfe9b3bfc247af6c9765c0d762f292	http://pathwaycommons.org/pc12/Complex_6083c182671aef4a6dae154401b887f4	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_1f299f5833ab25e7ca89d7d3585e821e
None	http://pathwaycommons.org/pc12/Protein_a07ea4f04ffd458bcaeb92212961361d	http://pathwaycommons.org/pc12/Pathway_513056bb0d33882bc6351f37378f2870;http://pathwaycommons.org/pc12/Complex_0d65f69d5f0c087e4c267316af161ae5	None	http://pathwaycommons.org/pc12/TemplateReaction_ea9a14114262ed672b968452a2495375
None	http://pathwaycommons.org/pc12/Protein_9b82894f04dc1443c3e3c2bcd9c6b429	http://pathwaycommons.org/pc12/Complex_0d65f69d5f0c087e4c267316af161ae5	None	http://pathwaycommons.org/pc12/TemplateReaction_61be72e058ce337ccc33786ca79145d1
http://pathwaycommons.org/pc12/Protein_870e4a00bd51627a61f37e54f51d14cc	http://pathwaycommons.org/pc12/Protein_9cbfe9b3bfc247af6c9765c0d762f292	http://pathwaycommons.org/pc12/Pathway_9ddc199a9f2ce829b14d6bd2e87eae92;http://pathwaycommons.org/pc12/Protein_2872b18c2879353150e12444101d908e	None	http://pathwaycommons.org/pc12/BiochemicalReaction_6b13062f90f3616c8b0d6ecbbfaa03e9
None	http://pathwaycommons.org/pc12/Protein_c972d9c791ab79482142592231a8aa94	http://pathwaycommons.org/pc12/Pathway_513056bb0d33882bc6351f37378f2870;http://pathwaycommons.org/pc12/Complex_0d65f69d5f0c087e4c267316af161ae5	None	http://pathwaycommons.org/pc12/TemplateReaction_0a5efd65f747aeb457829037b81d6b2a
None	http://pathwaycommons.org/pc12/Pathway_b7835cb1b987444648b05f295b85dbb4	None	http://pathwaycommons.org/pc12/Complex_0d65f69d5f0c087e4c267316af161ae5	new_http://pathwaycommons.org/pc12/Control_42e1e16fc4cc5fbb5ac08f0c3a8e36b8
None	http://pathwaycommons.org/pc12/Protein_3abcf5def84794a4ca8ba024fc77220d	http://pathwaycommons.org/pc12/Complex_c0d5da72c84799b16bdc246ada534f54	None	http://pathwaycommons.org/pc12/TemplateReaction_bdd14a1b632dcbc5b1113eda01751107
http://pathwaycommons.org/pc12/Protein_6ea75cddf41ed46b7e57218a69c4d79c	http://pathwaycommons.org/pc12/Protein_966af382a5c2ac4980538c22883108e2	http://pathwaycommons.org/pc12/Pathway_9ddc199a9f2ce829b14d6bd2e87eae92;http://pathwaycommons.org/pc12/Protein_2872b18c2879353150e12444101d908e	None	http://pathwaycommons.org/pc12/BiochemicalReaction_b3bb1e1ec7966bbfe51a5ede6fb4a157
None	http://pathwaycommons.org/pc12/Protein_ac94a2dc6edb34a53efd6af3444bc5d2	http://pathwaycommons.org/pc12/Complex_0d65f69d5f0c087e4c267316af161ae5	None	http://pathwaycommons.org/pc12/TemplateReaction_739e3690153c9ee0fc3d5a5ab7beceed
http://pathwaycommons.org/pc12/Complex_70bb1c925cc696b5b2e269274fe33815;http://pathwaycommons.org/pc12/Protein_ff1bed7c6a276d497c981b6156eb0364	http://pathwaycommons.org/pc12/Complex_242c7be14fe279c8942cda934aa16788	http://pathwaycommons.org/pc12/Pathway_513056bb0d33882bc6351f37378f2870	None	http://pathwaycommons.org/pc12/ComplexAssembly_70caa66515fddf929b9adbe7822ff8cc
None	http://pathwaycommons.org/pc12/Protein_9a271a4fbfa6a537d849c87958d65e83	http://pathwaycommons.org/pc12/Complex_0d65f69d5f0c087e4c267316af161ae5;http://pathwaycommons.org/pc12/Protein_e30e3f30cb5074234a99396a6ecd771f	None	http://pathwaycommons.org/pc12/TemplateReaction_f19960c8cf713cb1314da92fe6be92f9
http://pathwaycommons.org/pc12/Protein_870e4a00bd51627a61f37e54f51d14cc	http://pathwaycommons.org/pc12/Protein_c78ffec57af8b3ede6dfee8f6b030c88	http://pathwaycommons.org/pc12/Complex_21b81064c56f4878b5dd818508f0a49f;http://pathwaycommons.org/pc12/Pathway_9ddc199a9f2ce829b14d6bd2e87eae92	None	http://pathwaycommons.org/pc12/BiochemicalReaction_6531264f3e4ec5cd23a3e52a9d05ccdf
None	http://pathwaycommons.org/pc12/Protein_c2fb756b2bd74f8c22d405e6012dfc12	http://pathwaycommons.org/pc12/Protein_8a1a03b4a9d685ca5f6af442931fcec8;http://pathwaycommons.org/pc12/Complex_0d65f69d5f0c087e4c267316af161ae5	None	http://pathwaycommons.org/pc12/TemplateReaction_8751e2f1f2e5af67182fd778c5459251
None	http://pathwaycommons.org/pc12/Protein_6535b9e807385f5e8c9c930a3d3a94c0	http://pathwaycommons.org/pc12/Complex_0d65f69d5f0c087e4c267316af161ae5	None	http://pathwaycommons.org/pc12/TemplateReaction_68f46bc4523278f6875c3fcb75ed88af
None	http://pathwaycommons.org/pc12/Protein_526cadf8a22d2a1e9f23a4923e3d1949	http://pathwaycommons.org/pc12/Complex_0d65f69d5f0c087e4c267316af161ae5	None	http://pathwaycommons.org/pc12/TemplateReaction_9df31a9a7f61d60f7d5293cf72deb345
None	http://pathwaycommons.org/pc12/Pathway_a4ee5863344e30d9da6fd0a7e6c620c0	http://pathwaycommons.org/pc12/Protein_9948b27be0084451dbfda83194140480	None	new_http://pathwaycommons.org/pc12/Control_ff0c56b75b2e69d094a3d4772ae7f7c0
None	http://pathwaycommons.org/pc12/Pathway_d4237d7415c1ff3ba4084432fa322723	http://pathwaycommons.org/pc12/Protein_ac94a2dc6edb34a53efd6af3444bc5d2	None	new_http://pathwaycommons.org/pc12/Control_a06e95bc603bc3407257f90a1e3f3bac
None	http://pathwaycommons.org/pc12/Protein_d64499d0c23afd9a4d75e4825e55abaf	http://pathwaycommons.org/pc12/Protein_d8252e896120388ebef53b3229340526;http://pathwaycommons.org/pc12/Pathway_513056bb0d33882bc6351f37378f2870;http://pathwaycommons.org/pc12/Complex_0d65f69d5f0c087e4c267316af161ae5	None	http://pathwaycommons.org/pc12/TemplateReaction_9cdb75796bc9cda8dd1c434b4d448c46
None	http://pathwaycommons.org/pc12/Protein_dadd0865dd6ddd4bf60a5fe1492743aa	http://pathwaycommons.org/pc12/Complex_0d65f69d5f0c087e4c267316af161ae5	None	http://pathwaycommons.org/pc12/TemplateReaction_37a370bbfcd4046a2751c82ec3607f82
None	http://pathwaycommons.org/pc12/Protein_61b3142811f54c53a44979bd2b63343d	http://pathwaycommons.org/pc12/Complex_0d65f69d5f0c087e4c267316af161ae5;http://pathwaycommons.org/pc12/Protein_e30e3f30cb5074234a99396a6ecd771f	None	http://pathwaycommons.org/pc12/TemplateReaction_ac44c2fbe1b543fce6e45e3e177785cc
http://pathwaycommons.org/pc12/Protein_8ed6d23f714333b95303ffbd63f63041	http://pathwaycommons.org/pc12/Protein_2c8bc6d7eeff7d404ab2b4291d47bc18	http://pathwaycommons.org/pc12/Protein_3bdb71f939466beea96e765c65ec1b12	None	http://pathwaycommons.org/pc12/BiochemicalReaction_554de6c2aa56f949b0faf7dccff8f384
http://pathwaycommons.org/pc12/Protein_2e47e5031e57d5bbfc30b805fcef6b62	http://pathwaycommons.org/pc12/Protein_0eade9d5101e836ade8222f16e8021db	http://pathwaycommons.org/pc12/Protein_3bdb71f939466beea96e765c65ec1b12	None	http://pathwaycommons.org/pc12/BiochemicalReaction_c50208537ddc0a43374373ea331e4780
None	http://pathwaycommons.org/pc12/Protein_9dd39a1c7428a2d3cf0230183e202b63	http://pathwaycommons.org/pc12/Complex_9b23e4929b97b02c6059c1099b6875f0	None	http://pathwaycommons.org/pc12/TemplateReaction_4330c80e3bae52e52e26aa58611d4abe
http://pathwaycommons.org/pc12/Protein_d63269040270108b57458b2f8fcc810a	http://pathwaycommons.org/pc12/Protein_a9883589e08b1a511370462f5372bfc6	http://pathwaycommons.org/pc12/Protein_3bdb71f939466beea96e765c65ec1b12	None	http://pathwaycommons.org/pc12/BiochemicalReaction_b1b2b7a46225abafbd27d8419e514ca5
http://pathwaycommons.org/pc12/Complex_7ad5002ab8949412108e06cfcc274022;http://pathwaycommons.org/pc12/Protein_b5a4d1b9bb2512dbd3467518d5bcfc7f	http://pathwaycommons.org/pc12/Complex_83f3f73db2a72b81604c82396245de7a	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_8776f563965616b31ca09167a32482cd
