#Tail	Head	PosReg	NegReg	ID
http://pathwaycommons.org/pc12/Protein_5988bb9e1f45109cefbf617ee70ad1e0	http://pathwaycommons.org/pc12/Protein_8090f44aebd2d17cd72736de95333315	http://pathwaycommons.org/pc12/Complex_8db8811e882069fb4a5cac57a2e28629	None	http://pathwaycommons.org/pc12/BiochemicalReaction_058acdac6bc7f95a8ef83824241b8445
http://pathwaycommons.org/pc12/Complex_09287bd75ccb560b82b6668e0a7abe4b;http://pathwaycommons.org/pc12/Complex_f8f91ae44ee48d8fb495547a6116d414;http://pathwaycommons.org/pc12/Protein_17a18d2493028ccb056e64d52c00cab0	http://pathwaycommons.org/pc12/Complex_c5fd2456917194d547d61bf1bea90af3	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_213e69b62ad7ee94e7900a87cfafdce0
http://pathwaycommons.org/pc12/Protein_5c567c8229ff56395c907aa1f55a0fcb	http://pathwaycommons.org/pc12/Protein_a9ca5b4a8501643e61d4b8744f0ec266	http://pathwaycommons.org/pc12/Complex_34c3e798559947f7a708c32ea3582119	None	http://pathwaycommons.org/pc12/BiochemicalReaction_c604e2ea1e202e0103a73eaa7e1744ee
http://pathwaycommons.org/pc12/Complex_86f087f9bef96cf3a1d99e866008ff93;http://pathwaycommons.org/pc12/Complex_fc3c0b6a21010269282d4a8ff6f12c9a	http://pathwaycommons.org/pc12/Complex_d675dd06f306dafc603742bd698aa61e	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_d426be569e3384eb4814152f52d3c8ac
http://pathwaycommons.org/pc12/Complex_5aabfa13c3d8dbdde6ad64a065f8ec76;http://pathwaycommons.org/pc12/Protein_cd77dbb8b836b0662ed8acdf13e780a7	http://pathwaycommons.org/pc12/Complex_94d0aa56742a083e30665c49d7d68243	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_55ea9113de316c3e2d9eb2f36b92cd46
http://pathwaycommons.org/pc12/Complex_517bd05d3466d1da6e6d54ca99fc9bd6	http://pathwaycommons.org/pc12/Complex_fc3c0b6a21010269282d4a8ff6f12c9a	http://pathwaycommons.org/pc12/Protein_3d72308d19eccd1b0aeb8c05a9b2c2a3	None	http://pathwaycommons.org/pc12/BiochemicalReaction_00da9ff0a38cd01ffd0f843fe714bdef
http://pathwaycommons.org/pc12/Complex_34c3e798559947f7a708c32ea3582119;http://pathwaycommons.org/pc12/Protein_96b2c76f65f47d1e8299020bf34d0484	http://pathwaycommons.org/pc12/Complex_c0349e300cac74c5fe978331f54faf6b	http://pathwaycommons.org/pc12/Complex_88fdee6c8a5bd0d9d22d79efa1c3a5cf	None	http://pathwaycommons.org/pc12/ComplexAssembly_6d1477d8956d97ff2d9058ec51377604
http://pathwaycommons.org/pc12/Complex_e0838fe7c64e8a525ea18361fe8e696a;http://pathwaycommons.org/pc12/Protein_bd2030d7bba854d0beb7c59766b4279d;http://pathwaycommons.org/pc12/Protein_c25fbbbfee674f916a24946e5df62579	http://pathwaycommons.org/pc12/Complex_49c62fff19c565bff21a33b5f040d934	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_da77662e192b0baaf3ae2d0ad06ea21f
http://pathwaycommons.org/pc12/Complex_1f85d40580a3c75514241f6f9e69b787;http://pathwaycommons.org/pc12/Complex_d675dd06f306dafc603742bd698aa61e	http://pathwaycommons.org/pc12/Complex_4419c5448857f37983fcecce0607d39d	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_d893f1c759679d277a236b5d0e218d18
http://pathwaycommons.org/pc12/SmallMolecule_1ef6a4fa6a9c4e98900f6c6f93cc7ca7	http://pathwaycommons.org/pc12/SmallMolecule_81336505f6b4b5aefbfa71e78232d32b	http://pathwaycommons.org/pc12/Protein_fd6fe909092f01a77faadeb9af9f24f0	None	http://pathwaycommons.org/pc12/BiochemicalReaction_1de6537f1541befa8d81e9922fcd41a7
http://pathwaycommons.org/pc12/Complex_25e17b486c22754ba85a908e36d4cecf;http://pathwaycommons.org/pc12/Protein_6644c70b898896cfa7d3c221ebef9ff9	http://pathwaycommons.org/pc12/Complex_dce75fc0a88548f9053fc98b03cc60fd	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_448c8ad845337b4ccdab387e122cddc0
http://pathwaycommons.org/pc12/Complex_2f8e7ca9454e94e40083c77649731884	http://pathwaycommons.org/pc12/Protein_3232f98403cbb55dedc629c502ae4a8b;http://pathwaycommons.org/pc12/Protein_cddaa3e71e41968e76748520c787b3ae	http://pathwaycommons.org/pc12/Complex_34c3e798559947f7a708c32ea3582119;http://pathwaycommons.org/pc12/Pathway_d86c1101151ae4b63e58c4f7e69881c0	None	http://pathwaycommons.org/pc12/ComplexAssembly_67a859ea5dd70e2506c1dcd9a6a99eb6
http://pathwaycommons.org/pc12/Complex_baf463018494b29bed8357747b105664	http://pathwaycommons.org/pc12/Complex_0832b4a7c501f76846dcd7858a7cb893	http://pathwaycommons.org/pc12/Complex_49c62fff19c565bff21a33b5f040d934	None	http://pathwaycommons.org/pc12/BiochemicalReaction_cbb7ad7f8be6c015bb517cb8e8aca5e7
http://pathwaycommons.org/pc12/Complex_5aabfa13c3d8dbdde6ad64a065f8ec76;http://pathwaycommons.org/pc12/Protein_4bdac500839520ea2d9df5919d13fd99	http://pathwaycommons.org/pc12/Complex_9187bd3146bb4ce340cf3fef8122c8b6	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_5ec2ad8e4c15471528d047da71aef31b
http://pathwaycommons.org/pc12/Complex_382b085170f475c7f691f83435ee9566;http://pathwaycommons.org/pc12/Protein_d2a5e535fc37ac1c072841c4d533e6ac	http://pathwaycommons.org/pc12/Complex_341e5fb7da120fce7bb8590b81337c37	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_33147e0da67ae56ee034aa31cef352d1
http://pathwaycommons.org/pc12/Complex_4ad7cda286f725da54c7ac9b2dba6839;http://pathwaycommons.org/pc12/Complex_8157b116fd2cec4c5cda3e7b385f5dfe	http://pathwaycommons.org/pc12/Complex_5aabfa13c3d8dbdde6ad64a065f8ec76;http://pathwaycommons.org/pc12/Protein_731fc4361c554084c054ed14b20d3b77	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_a95ab4ec42d0a95171c36b0f48da8ffd
http://pathwaycommons.org/pc12/Protein_adf6a7f64b2fe84b8dfd342071479c12	http://pathwaycommons.org/pc12/Protein_fd6fe909092f01a77faadeb9af9f24f0	http://pathwaycommons.org/pc12/Complex_c0349e300cac74c5fe978331f54faf6b	None	http://pathwaycommons.org/pc12/BiochemicalReaction_ca4a23242a5a280aa4dc96aab5e37e50
http://pathwaycommons.org/pc12/Complex_deda7c7be4503a394cd39d4a85c10bfe;http://pathwaycommons.org/pc12/Complex_e0838fe7c64e8a525ea18361fe8e696a	http://pathwaycommons.org/pc12/Complex_382b085170f475c7f691f83435ee9566	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_7c3933786006b72a3c52990bfbd8a75c
http://pathwaycommons.org/pc12/Complex_e0838fe7c64e8a525ea18361fe8e696a	http://pathwaycommons.org/pc12/Complex_0817efd815b29987b1878f670e610926	None	None	http://pathwaycommons.org/pc12/Transport_2b3916706df8a4b6a94ccb2dd71a93eb
http://pathwaycommons.org/pc12/Protein_f1e868fa503be3542044758d0a542dc4	http://pathwaycommons.org/pc12/Protein_b1e8567f24f8e90ba9a7b5c2a8f5b0ef	http://pathwaycommons.org/pc12/Complex_0817efd815b29987b1878f670e610926	None	http://pathwaycommons.org/pc12/BiochemicalReaction_00814f59023f23bbeff0d6c9a552fcd3
http://pathwaycommons.org/pc12/Protein_c7800d176d3c395998cb6d49ab57dd64	http://pathwaycommons.org/pc12/Complex_26260db5e1ed23f42203ab38635f47fe	http://pathwaycommons.org/pc12/Complex_c0349e300cac74c5fe978331f54faf6b	http://pathwaycommons.org/pc12/Complex_a14717d30c99346005b34effdc99ded7	http://pathwaycommons.org/pc12/ComplexAssembly_6e738360609830fb011e7c28b0916c18
http://pathwaycommons.org/pc12/Protein_225e5de9f8de0a0611bf6775d57cd3a9	http://pathwaycommons.org/pc12/Protein_b88cd295eb9051eff113366b80c4544f	http://pathwaycommons.org/pc12/Protein_a9ca5b4a8501643e61d4b8744f0ec266	None	http://pathwaycommons.org/pc12/BiochemicalReaction_2c0d48d44bbef2db24687b8c4ebc1758
http://pathwaycommons.org/pc12/Complex_86f087f9bef96cf3a1d99e866008ff93	http://pathwaycommons.org/pc12/Complex_8157b116fd2cec4c5cda3e7b385f5dfe	http://pathwaycommons.org/pc12/Protein_3d72308d19eccd1b0aeb8c05a9b2c2a3	None	http://pathwaycommons.org/pc12/BiochemicalReaction_dbdb3d09506e5d8edad77b95b803ea9c
http://pathwaycommons.org/pc12/Complex_4419c5448857f37983fcecce0607d39d;http://pathwaycommons.org/pc12/Complex_e0838fe7c64e8a525ea18361fe8e696a;http://pathwaycommons.org/pc12/Protein_eaa92e67f8080c857ef826ca209e864c;http://pathwaycommons.org/pc12/Protein_f1948ba01e78533ad71152aae58d18f0	http://pathwaycommons.org/pc12/Complex_a14717d30c99346005b34effdc99ded7;http://pathwaycommons.org/pc12/Complex_fa36a9dec8648339dd8b9ffd954d1b8d;http://pathwaycommons.org/pc12/Protein_e19c19fd3ffeb30eab1c2dd0399e1e82	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_b7842ab36c9ca20142557ec3a73bda51
http://pathwaycommons.org/pc12/Complex_0817efd815b29987b1878f670e610926	http://pathwaycommons.org/pc12/Complex_34c3e798559947f7a708c32ea3582119;http://pathwaycommons.org/pc12/Protein_d8dda400043e958888edb221e457169c	http://pathwaycommons.org/pc12/Protein_ebddf693373b70716fef6c89453607d5	None	http://pathwaycommons.org/pc12/ComplexAssembly_d7ae4a3061ef515cd2544feb004a2e93
http://pathwaycommons.org/pc12/Protein_ea4b3ccb511a22c546584134064e994d	http://pathwaycommons.org/pc12/Protein_db80e9c4f42d963a681a3b6d218486f4	http://pathwaycommons.org/pc12/Protein_b88cd295eb9051eff113366b80c4544f	None	http://pathwaycommons.org/pc12/BiochemicalReaction_fedc24972bd28a79f842601032033f30
http://pathwaycommons.org/pc12/Complex_482c3c527eb3768be821c8f0f59f1803	http://pathwaycommons.org/pc12/Complex_fc0309c96bd639f7e0ec3f7b5fc40e7d	http://pathwaycommons.org/pc12/Complex_341e5fb7da120fce7bb8590b81337c37	None	http://pathwaycommons.org/pc12/BiochemicalReaction_167da8d546c8ed3aaf2b242251dc56fe
http://pathwaycommons.org/pc12/Protein_ea4b3ccb511a22c546584134064e994d	http://pathwaycommons.org/pc12/Protein_db80e9c4f42d963a681a3b6d218486f4	http://pathwaycommons.org/pc12/Protein_3232f98403cbb55dedc629c502ae4a8b	None	http://pathwaycommons.org/pc12/BiochemicalReaction_391029803d39ecd29a9031360626dae4
http://pathwaycommons.org/pc12/Complex_5aabfa13c3d8dbdde6ad64a065f8ec76;http://pathwaycommons.org/pc12/Protein_2cc5ec3661017462d673a56f414110fb;http://pathwaycommons.org/pc12/Protein_dee1c939975646c58e90fd9e381efc7c	http://pathwaycommons.org/pc12/Complex_25e17b486c22754ba85a908e36d4cecf	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_1ca8fa114f16709cadff3b9ff3c32a6a
http://pathwaycommons.org/pc12/Complex_94d0aa56742a083e30665c49d7d68243;http://pathwaycommons.org/pc12/Protein_4c823b81b7b8a685d15b5f74c8b10a73;http://pathwaycommons.org/pc12/Protein_872c0d9488aee935a364db738088b433;http://pathwaycommons.org/pc12/Protein_db29c0b2bc18f926f879b2115ad1d379	http://pathwaycommons.org/pc12/Complex_88fdee6c8a5bd0d9d22d79efa1c3a5cf;http://pathwaycommons.org/pc12/Complex_e0838fe7c64e8a525ea18361fe8e696a	None	http://pathwaycommons.org/pc12/Protein_e90666d5fb77ae6b349bec30ab30d9e2	http://pathwaycommons.org/pc12/ComplexAssembly_28782e0d693a7542c77cb5b5419d1c25
http://pathwaycommons.org/pc12/Complex_0817efd815b29987b1878f670e610926	http://pathwaycommons.org/pc12/Complex_34c3e798559947f7a708c32ea3582119;http://pathwaycommons.org/pc12/Protein_c501788edbf75aa4d35e8ac3024277b9	http://pathwaycommons.org/pc12/Protein_136cf6dcd125c10c5527a68226d7a8f7	None	http://pathwaycommons.org/pc12/ComplexAssembly_641bb27245c8a55e0c1e765f27a41185
None	http://pathwaycommons.org/pc12/Pathway_2f0ad02b10736606540e8b5b6ec68060	http://pathwaycommons.org/pc12/Complex_9187bd3146bb4ce340cf3fef8122c8b6	None	new_http://pathwaycommons.org/pc12/Control_0de857aa74967dc84ae8a91e9c9398b4
None	http://pathwaycommons.org/pc12/Pathway_0c8542cf191db8f1cc4c9307f8c7cb2b	http://pathwaycommons.org/pc12/Complex_9187bd3146bb4ce340cf3fef8122c8b6	None	new_http://pathwaycommons.org/pc12/Control_146bc7b98e3f230f16a354c7ae643d2b
http://pathwaycommons.org/pc12/Protein_f1e868fa503be3542044758d0a542dc4	http://pathwaycommons.org/pc12/Protein_b1e8567f24f8e90ba9a7b5c2a8f5b0ef	http://pathwaycommons.org/pc12/Protein_3232f98403cbb55dedc629c502ae4a8b	None	http://pathwaycommons.org/pc12/BiochemicalReaction_349a7af40c8fba020dadd4089a651490
None	http://pathwaycommons.org/pc12/Pathway_0c8542cf191db8f1cc4c9307f8c7cb2b	http://pathwaycommons.org/pc12/Protein_db80e9c4f42d963a681a3b6d218486f4	None	new_http://pathwaycommons.org/pc12/Control_868210221cf07b6b6c2e7f2c34ada773
http://pathwaycommons.org/pc12/Complex_ec25fb661e636fdb728042b78d7c5f09;http://pathwaycommons.org/pc12/Protein_2b5d287e5ce4274dfc806e14f77df246	http://pathwaycommons.org/pc12/Complex_30583fe0a4a1661fc5415daf30ab91ff	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_f92a00ff5a3339564c35e88f37059f83
http://pathwaycommons.org/pc12/Complex_99de1000ce85fef4c4a92711cff0923f	http://pathwaycommons.org/pc12/Complex_9adf985e7e41efaafcd8d15f7421f394	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_04ea4f92a19f0b7fbcfd08c80211361f
http://pathwaycommons.org/pc12/Protein_e3e5d94b9e02d17ef204ad91e58ee181	http://pathwaycommons.org/pc12/Protein_c0b6a2949950799207e62f263715e887	http://pathwaycommons.org/pc12/Complex_9adf985e7e41efaafcd8d15f7421f394	None	http://pathwaycommons.org/pc12/BiochemicalReaction_0a64805cfb5d30a0037257057bd12fc8
http://pathwaycommons.org/pc12/Complex_7a6e4243f5ce07a386fb6ab2ba36fe8f;http://pathwaycommons.org/pc12/Protein_07f7eb74d6d49ca8268ca2085a961209	http://pathwaycommons.org/pc12/Complex_8498499962d54b02b13b7eca7a7187f6	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_1d4ece0049f575ced22394ea5ad0fb61
http://pathwaycommons.org/pc12/Complex_1a8188de372cf6cd06510e79a3663383;http://pathwaycommons.org/pc12/SmallMolecule_15ce442c71e643932dc9f92fae134719	http://pathwaycommons.org/pc12/Complex_c1fe4466209085d067bf92e2f0c4d82b;http://pathwaycommons.org/pc12/SmallMolecule_d9d811e9536142ed4fbe2ad0736679b3	http://pathwaycommons.org/pc12/Complex_a9f9272adf81683149e3c8d80cb6af73	None	http://pathwaycommons.org/pc12/BiochemicalReaction_f82dc1f0577af8f3272dac777b028c17
http://pathwaycommons.org/pc12/Complex_6a4a882efc5ee474696087bc9daa5a1f;http://pathwaycommons.org/pc12/Complex_8a83778a0eb9483ac59ee937c2d7a7bc	http://pathwaycommons.org/pc12/Complex_05471f4713bfc62bf06da9c146798452	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_168d0462f6afa6d7947a66dd34d78b83
http://pathwaycommons.org/pc12/Complex_9adf985e7e41efaafcd8d15f7421f394	http://pathwaycommons.org/pc12/Complex_42e89a19fee012a57cb31b0cae1836a7	None	None	http://pathwaycommons.org/pc12/BiochemicalReaction_ba9c2ddc27cd1c8381af94bc1dfeaaaa
http://pathwaycommons.org/pc12/Complex_9adf985e7e41efaafcd8d15f7421f394	http://pathwaycommons.org/pc12/Complex_4b7813deb16e6f43cba58edaefb3409d	None	None	http://pathwaycommons.org/pc12/BiochemicalReaction_73afa647c71a874b27b9a2246fe16ecf
None	http://pathwaycommons.org/pc12/Pathway_1cbf96188e6ed8d0588d34cc06d51a7d	http://pathwaycommons.org/pc12/Protein_b104029f6380c90a4ab1aacfb642754d	None	new_http://pathwaycommons.org/pc12/Control_055471788aa2020cfda738812b97411f
None	http://pathwaycommons.org/pc12/Protein_95a16d79cfc76c60a30549dd2fa297f2	None	http://pathwaycommons.org/pc12/Complex_09c344a5fa455bf64fc85d6c3a84f89c	http://pathwaycommons.org/pc12/TemplateReaction_84dd1cd33d947f18475f39ede16b9533
http://pathwaycommons.org/pc12/Complex_ec25fb661e636fdb728042b78d7c5f09;http://pathwaycommons.org/pc12/Protein_8ee380005c5683f4ece634ff05ae4c71	http://pathwaycommons.org/pc12/Complex_5213f7bbc8c027e8c757c4d11f5c2777	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_638f7928a9bde1fd966ff250b968b4ee
http://pathwaycommons.org/pc12/Protein_5d27cb71881cfbdfb0be7436d9f7003b;http://pathwaycommons.org/pc12/Protein_a8682be89a270825688c8452cd44a4b0	http://pathwaycommons.org/pc12/Complex_47bc6e84fd09e3f8ddaa096d40174cf9	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_70eaf416827692ab7c6ba5f91f2955dd
http://pathwaycommons.org/pc12/Complex_3e01ab62d80151cf3dbc7da58d51ecdc;http://pathwaycommons.org/pc12/Complex_47bc6e84fd09e3f8ddaa096d40174cf9	http://pathwaycommons.org/pc12/Complex_99de1000ce85fef4c4a92711cff0923f	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_cfe527f69f456a9fd8d7b3b2fb88c7fa
http://pathwaycommons.org/pc12/Complex_42e89a19fee012a57cb31b0cae1836a7;http://pathwaycommons.org/pc12/Protein_5a9d73df2b129a17f6ccf911564e1b5f	http://pathwaycommons.org/pc12/Complex_8bae537876db81256caef4d91ae231bc	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_86bcd3522779ab5ce0abc0a224195d1e
http://pathwaycommons.org/pc12/Complex_0bd2304b2026f69111c6cd1668401be0	http://pathwaycommons.org/pc12/Complex_09c344a5fa455bf64fc85d6c3a84f89c	None	None	http://pathwaycommons.org/pc12/Transport_8ed5e228508dd644387a288e3df3686e
http://pathwaycommons.org/pc12/Complex_4b7813deb16e6f43cba58edaefb3409d;http://pathwaycommons.org/pc12/Protein_07f7eb74d6d49ca8268ca2085a961209	http://pathwaycommons.org/pc12/Complex_8a83778a0eb9483ac59ee937c2d7a7bc	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_a51fac863d479a0954cec78880dbfab5
None	http://pathwaycommons.org/pc12/Pathway_92202701154eb866466bcbdef9d2651e	None	http://pathwaycommons.org/pc12/Complex_880d1ddae243127c6088025e53c60b82	new_http://pathwaycommons.org/pc12/Control_027669828ef5d0cd09db0baaafd15051
http://pathwaycommons.org/pc12/Complex_8498499962d54b02b13b7eca7a7187f6;http://pathwaycommons.org/pc12/Complex_fe8237ada72148d962b0a238b38cce83	http://pathwaycommons.org/pc12/Complex_2caeba7b36dfd07436880e77674c8257	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_366d4a2aa53b286bdb862d1635b6d81b
http://pathwaycommons.org/pc12/Protein_2ac7f2668a7dcac0e4b6de5b71f4efcb	http://pathwaycommons.org/pc12/Complex_0bd2304b2026f69111c6cd1668401be0	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_d6f6f18e09f9b854d6b17451a0233e27
None	http://pathwaycommons.org/pc12/Protein_496e4c580f8d887d76501a946bbfcc49	http://pathwaycommons.org/pc12/Complex_09c344a5fa455bf64fc85d6c3a84f89c	None	http://pathwaycommons.org/pc12/TemplateReaction_e0d30b106e02f5fe2d0a1988d649f016
http://pathwaycommons.org/pc12/Complex_38158f5a6ccb8391e869d86440e22a99	http://pathwaycommons.org/pc12/Complex_447437e6c7bd99bdc359999d004625f6	None	None	http://pathwaycommons.org/pc12/Transport_d5cdb9b51ac5710742859f8eec96a31f
None	http://pathwaycommons.org/pc12/Protein_e15f45ad28bebc29258d4c6a5b4f7b3c	http://pathwaycommons.org/pc12/Pathway_85d7e05b6d4b8e8a36971be78a068427;http://pathwaycommons.org/pc12/Complex_09c344a5fa455bf64fc85d6c3a84f89c	None	http://pathwaycommons.org/pc12/TemplateReaction_347af397862af6b977fd17f9c34e2ec0
http://pathwaycommons.org/pc12/Complex_6fb6d683c533c77126e4dbd1ec84167b;http://pathwaycommons.org/pc12/Complex_8a83778a0eb9483ac59ee937c2d7a7bc	http://pathwaycommons.org/pc12/Complex_a9f9272adf81683149e3c8d80cb6af73	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_fec1979c553c734f474a1763a181ecd3
http://pathwaycommons.org/pc12/Protein_6f79adb30194e28da2ae39865a1fdb72	http://pathwaycommons.org/pc12/Protein_39487594cea8448079be96bb147566c3	http://pathwaycommons.org/pc12/Complex_c1fe4466209085d067bf92e2f0c4d82b	None	http://pathwaycommons.org/pc12/BiochemicalReaction_b5720f9278e43fdf7329362e8fb32124
http://pathwaycommons.org/pc12/Complex_99de1000ce85fef4c4a92711cff0923f	http://pathwaycommons.org/pc12/Complex_ea0ec86ace2382b72c00952b5c556c51	http://pathwaycommons.org/pc12/Protein_d6fec7f62a7f737af8f7ab733ab255fd	None	http://pathwaycommons.org/pc12/BiochemicalReaction_32d64c2ccd77266e833f28ecf9cad3b4
http://pathwaycommons.org/pc12/Protein_7d834e8e6c5f0e43090744a3c4b7a497	http://pathwaycommons.org/pc12/Protein_0fd7201e1701c647fbc9c3af2482b446	http://pathwaycommons.org/pc12/Protein_39487594cea8448079be96bb147566c3	None	http://pathwaycommons.org/pc12/BiochemicalReaction_1ea23fd7aa58094b4d8375d476755ec2
http://pathwaycommons.org/pc12/Complex_05471f4713bfc62bf06da9c146798452;http://pathwaycommons.org/pc12/Complex_fe8237ada72148d962b0a238b38cce83	http://pathwaycommons.org/pc12/Complex_389f36cb1d932878ea1dd16fdde6d4e0	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_d03ff4f973889bcd93c9bb06dec645c3
http://pathwaycommons.org/pc12/Complex_47bc6e84fd09e3f8ddaa096d40174cf9;http://pathwaycommons.org/pc12/Complex_e43880917bad6cb4f40ed07c33e6b830	http://pathwaycommons.org/pc12/Complex_ec25fb661e636fdb728042b78d7c5f09	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_269dcbc27df53c4e132e676f3be3004a
None	http://pathwaycommons.org/pc12/Protein_e6ec92f4c2da69504e27658a960fffae	http://pathwaycommons.org/pc12/Complex_09c344a5fa455bf64fc85d6c3a84f89c	None	http://pathwaycommons.org/pc12/TemplateReaction_f96a2c3b4632aca8708509767c591a0d
None	http://pathwaycommons.org/pc12/Protein_3bd382c497cdb2df72a67960a8550cab	http://pathwaycommons.org/pc12/Complex_09c344a5fa455bf64fc85d6c3a84f89c	None	http://pathwaycommons.org/pc12/TemplateReaction_4bfc3a37a4150b44face6f9aa819c92e
http://pathwaycommons.org/pc12/Protein_a6466f0ed57f801b0c31d24b8138068f	http://pathwaycommons.org/pc12/Protein_d6fec7f62a7f737af8f7ab733ab255fd	http://pathwaycommons.org/pc12/Protein_5d27cb71881cfbdfb0be7436d9f7003b	None	http://pathwaycommons.org/pc12/BiochemicalReaction_eed8b852aca1b899a3d7799f08959553
http://pathwaycommons.org/pc12/Protein_c0b6a2949950799207e62f263715e887	http://pathwaycommons.org/pc12/Complex_38158f5a6ccb8391e869d86440e22a99	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_78b88bb5efcad94e1e1369ae6a2bc19c
http://pathwaycommons.org/pc12/Protein_7647cc2ee05175a781c280d5d8a4a324	http://pathwaycommons.org/pc12/Protein_b104029f6380c90a4ab1aacfb642754d	http://pathwaycommons.org/pc12/Protein_0fd7201e1701c647fbc9c3af2482b446	None	http://pathwaycommons.org/pc12/BiochemicalReaction_54d7af6b326417780d8bcd1ccf0f61f8
http://pathwaycommons.org/pc12/Complex_8a83778a0eb9483ac59ee937c2d7a7bc;http://pathwaycommons.org/pc12/Protein_48d0b83d19cb02f995f089dee6528532	http://pathwaycommons.org/pc12/Complex_16b6f0bd9ee1590b0e1de48d89194ea2	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_0ff156aeb6e64a5c614632ae87ca064c
http://pathwaycommons.org/pc12/Complex_ea0ec86ace2382b72c00952b5c556c51;http://pathwaycommons.org/pc12/Protein_e87ce247ebfe91a470e9ffcb0c14c51e	http://pathwaycommons.org/pc12/Complex_7a6e4243f5ce07a386fb6ab2ba36fe8f	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_66e33df48747fd77ef8284f3efc1aff3
None	http://pathwaycommons.org/pc12/Protein_61360a7fa52d9ee4ca92f09242ca9059	http://pathwaycommons.org/pc12/Pathway_85d7e05b6d4b8e8a36971be78a068427;http://pathwaycommons.org/pc12/Complex_09c344a5fa455bf64fc85d6c3a84f89c	None	http://pathwaycommons.org/pc12/TemplateReaction_1c3db379a7a5997c57d04968e13c8c41
http://pathwaycommons.org/pc12/SmallMolecule_bd44b938f035283d8d17fc5e9cbc10ce	http://pathwaycommons.org/pc12/SmallMolecule_f4d1e5a02bdb9794e51f159bc0ca604b	http://pathwaycommons.org/pc12/Complex_16b6f0bd9ee1590b0e1de48d89194ea2	None	http://pathwaycommons.org/pc12/BiochemicalReaction_ad2fa3ccfb936aae8a331676caea1f79
http://pathwaycommons.org/pc12/Complex_30583fe0a4a1661fc5415daf30ab91ff;http://pathwaycommons.org/pc12/Protein_451a5740b5b462b7a6554fdf2ed84814	http://pathwaycommons.org/pc12/Complex_880d1ddae243127c6088025e53c60b82	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_4964a650fda55d613dc1bf71a52257bd
http://pathwaycommons.org/pc12/Protein_ee6d9e367af677ad60a960696da94b4f	http://pathwaycommons.org/pc12/Protein_2ac7f2668a7dcac0e4b6de5b71f4efcb	http://pathwaycommons.org/pc12/Complex_9adf985e7e41efaafcd8d15f7421f394	None	http://pathwaycommons.org/pc12/BiochemicalReaction_961016a9099ae62603d27cbcd1c5a80d
http://pathwaycommons.org/pc12/Protein_d63269040270108b57458b2f8fcc810a	http://pathwaycommons.org/pc12/Protein_a9883589e08b1a511370462f5372bfc6	http://pathwaycommons.org/pc12/Protein_3bdb71f939466beea96e765c65ec1b12;http://pathwaycommons.org/pc12/Protein_18614a8e263f4b2d6abbb83e6aa55366	None	http://pathwaycommons.org/pc12/BiochemicalReaction_a2b2cba03f96db6fb2069536dc34c363
None	http://pathwaycommons.org/pc12/Protein_96612e0b609fe57bf58e860c4293f8fb	http://pathwaycommons.org/pc12/Protein_e5e7e311e16e0f35c0f175965d1d2078	http://pathwaycommons.org/pc12/Protein_18614a8e263f4b2d6abbb83e6aa55366	http://pathwaycommons.org/pc12/TemplateReaction_c4d7c9199d79cde9bc3ce12366fd7507
http://pathwaycommons.org/pc12/Complex_ecdea4f5c5b080e59ae5900cf9af0fb7;http://pathwaycommons.org/pc12/Protein_448a2e2f18db3b205bee6d2d6aeddc3e	http://pathwaycommons.org/pc12/Complex_245b71225cbfc18d169532f6938339a1	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_3e7496d86c2cd609cc8438f8f6852978
