Si         Photon                 Si+        e-                                            3.100e-09  0.000e+00  2.270e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2    74 1  2
Si         Photon                 Si+        e-                                            4.470e-09  0.000e+00  2.614e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2    74 2  2
C2         Photon                 C2+        e-                                            4.100e-10  0.000e+00  3.810e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2    75 1  2
C2         Photon                 C2+        e-                                            4.090e-10  0.000e+00  3.038e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2    75 2  2
C2         Photon                 C          C                                             2.400e-10  0.000e+00  2.570e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2    76 1  2
C2         Photon                 C          C                                             1.500e-10  0.000e+00  2.570e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2    76 2  2
C2         Photon                 C          C                                             2.350e-10  0.000e+00  3.038e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2    76 3  2
CCl        Photon                 C          Cl                                            1.000e-10  0.000e+00  2.000e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2    77 1  1
CH         Photon                 C          H                                             9.200e-10  0.000e+00  1.720e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2    78 1  2
CH         Photon                 C          H                                             8.600e-10  0.000e+00  1.720e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2    78 2  2
CH         Photon                 C          H                                             9.140e-10  0.000e+00  2.117e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2    78 3  2
CH         Photon                 CH+        e-                                            7.600e-10  0.000e+00  3.280e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2    79 1  2
CH         Photon                 CH+        e-                                            7.650e-10  0.000e+00  2.117e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2    79 2  2
ClO        Photon                 Cl         O                                             1.000e-10  0.000e+00  2.000e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2    80 1  1
CN         Photon                 C          N                                             2.900e-10  0.000e+00  3.540e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2    81 1  2
CN         Photon                 C          N                                             1.100e-09  0.000e+00  3.540e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2    81 2  2
CN         Photon                 C          N                                             5.190e-10  0.000e+00  3.495e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2    81 3  2
CN         Photon                 CN+        e-                                            0.000e+00  0.000e+00  3.495e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2    82 1  2
CO         Photon                 CO+        e-                                            0.000e+00  0.000e+00  3.876e+00 1.20e+00 0.00e+00 logn  3  -9999   9999  2    83 1  2
CO         Photon                 C          O                                             2.600e-10  0.000e+00  3.530e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2    84 1  2
CO         Photon                 C          O                                             2.430e-10  0.000e+00  3.876e+00 1.20e+00 0.00e+00 logn  3  -9999   9999  2    84 2  2
CS         Photon                 C          S                                             9.800e-10  0.000e+00  2.430e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2    85 1  2
CS         Photon                 C          S                                             9.490e-10  0.000e+00  2.771e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2    85 2  2
CS         Photon                 CS+        e-                                            2.600e-11  0.000e+00  2.771e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2    86 1  2
H2         Photon                 H          H                                             5.680e-11  0.000e+00  4.183e+00 1.20e+00 0.00e+00 logn  3  -9999   9999  2    87 1  2
H2         Photon                 H2+        e-                                            0.000e+00  0.000e+00  4.183e+00 1.20e+00 0.00e+00 logn  3  -9999   9999  2    88 1  2
HCl        Photon                 Cl         H                                             1.100e-09  0.000e+00  1.800e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2    89 1  2
HCl        Photon                 Cl         H                                             1.730e-09  0.000e+00  2.880e+00 1.30e+00 0.00e+00 logn  3  -9999   9999  2    89 2  2
HCl        Photon                 HCl+       e-                                            4.450e-11  0.000e+00  2.880e+00 1.30e+00 0.00e+00 logn  3  -9999   9999  2    90 1  2
HF         Photon                 H          F                                             1.380e-10  0.000e+00  2.993e+00 1.30e+00 0.00e+00 logn  3  -9999   9999  2    91 1  2
HF         Photon                 HF+        e-                                            0.000e+00  0.000e+00  2.993e+00 1.30e+00 0.00e+00 logn  3  -9999   9999  2    92 1  2
HS         Photon                 H          S                                             9.800e-10  0.000e+00  2.040e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2    93 1  2
HS         Photon                 H          S                                             1.230e-09  0.000e+00  2.401e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2    93 2  2
HS         Photon                 HS+        e-                                            5.020e-11  0.000e+00  2.401e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2    94 1  2
N2         Photon                 N          N                                             2.300e-10  0.000e+00  3.880e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2    95 1  2
N2         Photon                 N          N                                             1.700e-10  0.000e+00  4.250e+00 1.20e+00 0.00e+00 logn  3  -9999   9999  2    95 2  2
N2         Photon                 N2+        e-                                            0.000e+00  0.000e+00  4.250e+00 1.20e+00 0.00e+00 logn  3  -9999   9999  2    96 1  2
NH         Photon                 H          N                                             5.000e-10  0.000e+00  2.330e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2    97 1  2
NH         Photon                 H          N                                             5.750e-10  0.000e+00  2.634e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2    97 2  2
NH         Photon                 NH+        e-                                            1.900e-12  0.000e+00  2.634e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2    98 1  2
NO         Photon                 N          O                                             4.700e-10  0.000e+00  2.120e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2    99 1  2
NO         Photon                 N          O                                             4.300e-10  0.000e+00  2.120e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2    99 2  2
NO         Photon                 N          O                                             3.840e-10  0.000e+00  2.560e+00 1.30e+00 0.00e+00 logn  3  -9999   9999  2    99 3  2
NO         Photon                 NO+        e-                                            2.600e-10  0.000e+00  2.930e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   100 1  2
NO         Photon                 NO+        e-                                            2.600e-10  0.000e+00  2.560e+00 1.30e+00 0.00e+00 logn  3  -9999   9999  2   100 2  2
NS         Photon                 N          S                                             1.000e-11  0.000e+00  2.000e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   101 1  1
O2         Photon                 O          O                                             7.900e-10  0.000e+00  2.130e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   102 1  2
O2         Photon                 O          O                                             6.900e-10  0.000e+00  2.130e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   102 2  2
O2         Photon                 O          O                                             7.710e-10  0.000e+00  2.450e+00 1.30e+00 0.00e+00 logn  3  -9999   9999  2   102 3  2
O2         Photon                 O2+        e-                                            7.600e-11  0.000e+00  3.870e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   103 1  2
O2         Photon                 O2+        e-                                            5.600e-11  0.000e+00  3.870e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   103 2  2
O2         Photon                 O2+        e-                                            5.110e-11  0.000e+00  2.450e+00 1.30e+00 0.00e+00 logn  3  -9999   9999  2   103 3  2
OH         Photon                 H          O                                             3.900e-10  0.000e+00  2.240e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   104 1  2
OH         Photon                 H          O                                             3.500e-10  0.000e+00  2.240e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   104 2  2
OH         Photon                 H          O                                             3.790e-10  0.000e+00  2.656e+00 1.30e+00 0.00e+00 logn  3  -9999   9999  2   104 3  2
OH         Photon                 OH+        e-                                            1.600e-12  0.000e+00  3.100e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   105 1  1
SiC        Photon                 C          Si                                            1.000e-10  0.000e+00  2.300e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   106 1  1
SiH        Photon                 H          Si                                            2.800e-09  0.000e+00  1.590e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   107 1  2
