H2CSiCH     0.000e+00 0.00e+00  4.675e+03 0.00e+00 1      H2O 1
SiC4H       0.000e+00 0.00e+00  6.437e+03 0.00e+00 1      H2O 1
CH3CN       0.000e+00 0.00e+00  4.680e+03 0.00e+00 1      H2O 1
CH3CN       0.000e+00 0.00e+00  4.680e+03 1.40e+03 1      H2O 2
CH3CN       2.370e+17 0.00e+00  6.253e+03 0.00e+00 1 CompactA 2
CH3CN       2.730e+17 0.00e+00  4.954e+03 0.00e+00 1 Graphite 2
C2H4        0.000e+00 0.00e+00  3.487e+03 0.00e+00 1      H2O 1
C2H4        0.000e+00 0.00e+00  2.500e+03 7.50e+02 1      H2O 2
CH2CCH      0.000e+00 0.00e+00  3.837e+03 0.00e+00 1      H2O 1
CH2CCH      0.000e+00 0.00e+00  3.300e+03 9.90e+02 1      H2O 2
C4H2        0.000e+00 0.00e+00  4.187e+03 0.00e+00 1      H2O 1
C5H         0.000e+00 0.00e+00  4.537e+03 0.00e+00 1      H2O 1
C5N         0.000e+00 0.00e+00  4.800e+03 0.00e+00 1      H2O 1
C6          0.000e+00 0.00e+00  4.800e+03 0.00e+00 1      H2O 1
CH3OH       0.000e+00 0.00e+00  5.534e+03 0.00e+00 1      H2O 1
CH3OH       0.000e+00 0.00e+00  5.000e+03 1.50e+03 1      H2O 2
CH3OH       3.180e+17 0.00e+00  6.621e+03 0.00e+00 1 CompactA 2
CH3OH       5.170e+17 0.00e+00  5.728e+03 0.00e+00 1 Highly-O 2
NH2CHO      0.000e+00 0.00e+00  5.556e+03 0.00e+00 1      H2O 1
NH2CHO      0.000e+00 0.00e+00  6.300e+03 1.89e+03 1      H2O 2
NH2CHO      3.690e+18 0.00e+00  9.561e+03 0.00e+00 1 CompactA 2
NH2CHO      9.530e+18 0.00e+00  1.054e+04 0.00e+00 1     SiO2 2
HC4N        0.000e+00 0.00e+00  5.380e+03 0.00e+00 1      H2O 1
CH3CO       0.000e+00 0.00e+00  2.650e+03 0.00e+00 1      H2O 1
