HC3O        0  1  0  3  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   150
HCOCN       0  1  0  2  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   151
NC4N        0  0  0  4  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   152
H2CSiCH     0  3  0  2  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   153
SiC4H       0  1  0  4  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   154
CH3CN       0  3  0  2  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   155
C2H4        0  4  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   156
CH2CCH      0  3  0  3  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   157
C4H2        0  2  0  4  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   158
C5H         0  1  0  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   159
C5N         0  0  0  5  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   160
C6          0  0  0  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   161
CH3OH       0  4  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   162
NH2CHO      0  3  0  1  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   163
HC4N        0  1  0  4  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   164
CH3CO       0  3  0  2  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   165
CH2CHO      0  3  0  2  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   166
C5O         0  0  0  5  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   167
HCCCHO      0  2  0  3  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   168
CH3SH       0  4  0  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   169
NH2CHS      0  3  0  1  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   170
HCCCHS      0  2  0  3  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   171
C5S         0  0  0  5  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   172
H2C3S       0  2  0  3  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   173
trans-NHDCHO  0  2  0  1  1  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0   174
cis-NHDCHO  0  2  0  1  1  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0   175
NH2CDO      0  2  0  1  1  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0   176
H2C3O       0  2  0  3  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   177
c-C3H2O     0  2  0  3  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   178
CH3CCH      0  4  0  3  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   179
SiC2CH3     0  3  0  3  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   180
CH3CHO      0  4  0  2  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   181
C2H5        0  5  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   182
CH2CHCN     0  3  0  3  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   183
C5H2        0  2  0  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   184
C6H         0  1  0  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   185
C7          0  0  0  7  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   186
CH3NH2      0  5  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   187
HC5N        0  1  0  5  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   188
C3H2CN      0  2  0  4  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   189
C4H3        0  3  0  4  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   190
CH2CCH2     0  4  0  3  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   191
C6N         0  0  0  6  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   192
CH3CHS      0  4  0  2  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   193
CH3NCO      0  3  0  2  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   194
NC6N        0  0  0  6  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   195
C4H4        0  4  0  4  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   196
SiC6H       0  1  0  6  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   197
C6H2        0  2  0  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   198
C7H         0  1  0  7  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   199
C7N         0  0  0  7  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   200
C8          0  0  0  8  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   201
CH3C3N      0  3  0  4  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   202
HCOOCH3     0  4  0  2  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   203
HC6N        0  1  0  6  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   204
C2H3NH2     0  5  0  2  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   205
C2H6        0  6  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   206
C3H5        0  5  0  3  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   207
C4H2CN      0  2  0  5  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   208
C5H3        0  3  0  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   209
C7O         0  0  0  7  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   210
NH2CH2SH    0  5  0  1  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   211
C2H3CHO     0  4  0  3  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   212
CH3COCN     0  3  0  3  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   213
CH3CHCH2    0  6  0  3  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   214
SiC3H5      0  5  0  3  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   215
CH3CH2OH    0  6  0  2  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   216
C7H2        0  2  0  7  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   217
C8H         0  1  0  8  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   218
C9          0  0  0  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   219
CH3C4H      0  4  0  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   220
CH3OCH3     0  6  0  2  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   221
HC7N        0  1  0  7  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   222
C4H3CN      0  3  0  5  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   223
C4H5        0  5  0  4  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   224
C6H3        0  3  0  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   225
C8N         0  0  0  8  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   226
NC8N        0  0  0  8  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   227
CH2CHCHCH2  0  6  0  4  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   228
SiC8H       0  1  0  8  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   229
HC8N        0  1  0  8  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   230
CH3COCH3    0  6  0  3  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   231
C8H2        0  2  0  8  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   232
C9H         0  1  0  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   233
C10         0  0  0 10  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   234
C9N         0  0  0  9  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   235
CH3C5N      0  3  0  6  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   236
C3H7        0  7  0  3  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   237
C3H5CN      0  5  0  4  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   238
C5H5        0  5  0  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   239
C6H4        0  4  0  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   240
C7H3        0  3  0  7  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   241
C9O         0  0  0  9  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   242
C2H5CHO     0  6  0  3  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   243
C10H        0  1  0 10  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   244
C11         0  0  0 11  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   245
C9H2        0  2  0  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   246
CH3C6H      0  4  0  7  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   247
HC9N        0  1  0  9  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   248
C3H8        0  8  0  3  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   249
C5H6        0  6  0  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   250
C8H3        0  3  0  8  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   251
C10N        0  0  0 10  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   252
CH3C7N      0  3  0  8  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   253
C6H6        0  6  0  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   254
C10H2       0  2  0 10  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   255
C4H8        0  8  0  4  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   256
C8H4        0  4  0  8  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   257
C5H8        0  8  0  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   258
C7H6        0  6  0  7  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   259
C6H8        0  8  0  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   260
C7H8        0  8  0  7  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   261
C6H10       0 10  0  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   262
e-         -1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   263
C+          1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   264
